year,dst_region,asset,region,technology,installed,capacity
2020,Central,11,Central,BIO,2020,0.06310000000
2020,Central,13,Central,GAS_GT,2020,263.45170000000
2020,Central,15,Central,HYD,2020,5.10880000000
2020,Central,16,Central,OIL,2020,8.70390000000
2020,Central,17,Central,PV_GND,2020,1.32450000000
2020,Eastern,13,Central,GAS_GT,2020,71.38490000000
2020,Eastern,14,Central,GEOTH,2020,0.00020000000
2020,Eastern,18,Eastern,BIO,2020,10.40690000000
2020,Eastern,21,Eastern,GAS_GT,2020,285.53960000000
2020,Eastern,22,Eastern,HYD,2020,422.01480000000
2020,Eastern,23,Eastern,NUCL,2020,102.17660000000
2020,Eastern,24,Eastern,OIL,2020,18.41700000000
2020,Eastern,26,Eastern,WIND_ON,2020,174.58330000000
2020,Western,13,Central,GAS_GT,2020,85.33640000000
2020,Western,58,Western,BIO,2020,2.52290000000
2020,Western,59,Western,COAL,2020,211.29120000000
2020,Western,61,Western,GAS_GT,2020,341.34570000000
2020,Western,62,Western,GEOTH,2020,19.86770000000
2020,Western,63,Western,HYD,2020,309.87270000000
2020,Western,64,Western,OIL,2020,52.09750000000
2020,Western,65,Western,PV_GND,2020,48.56540000000
2020,Western,66,Western,WIND_ON,2020,64.96420000000
2020,Northwest,46,Northwest,GAS_GT,2020,294.62190000000
2020,Northwest,48,Northwest,HYD,2020,60.54910000000
2020,Northwest,49,Northwest,OIL,2020,3.53200000000
2020,Northwest,50,Northwest,PV_GND,2020,28.76080000000
2020,Northwest,51,Northwest,WIND_ON,2020,0.12610000000
2020,Northwest,61,Western,GAS_GT,2020,73.65550000000
2020,North,27,North,BIO,2020,0.56760000000
2020,North,30,North,GAS_GT,2020,275.87690000000
2020,North,32,North,HYD,2020,1.76600000000
2020,North,33,North,OIL,2020,7.25330000000
2020,North,34,North,PV_GND,2020,71.58670000000
2020,North,46,Northwest,GAS_GT,2020,82.76310000000
2020,Northeast,35,Northeast,BIO,2020,1.19840000000
2020,Northeast,36,Northeast,COAL,2020,83.25500000000
2020,Northeast,37,Northeast,GAS_GT,2020,905.65080000000
2020,Northeast,39,Northeast,HYD,2020,7.44250000000
2020,Northeast,40,Northeast,OIL,2020,14.12810000000
2020,Northeast,41,Northeast,PV_GND,2020,29.26540000000
2020,Northeast,42,Northeast,WIND_ON,2020,159.06760000000
2020,BajaCalif,0,BajaCalif,GAS_GT,2020,141.84890000000
2020,BajaCalif,1,BajaCalif,GEOTH,2020,34.05890000000
2020,BajaCalif,2,BajaCalif,OIL,2020,0.12610000000
2020,BajaCalif,3,BajaCalif,PV_GND,2020,0.44150000000
2020,BajaCalif,5,BajaCalif,WIND_ON,2020,0.63070000000
2020,BajaCalifSouth,6,BajaCalifSouth,GAS_GT,2020,7.12710000000
2020,BajaCalifSouth,7,BajaCalifSouth,OIL,2020,29.95920000000
2020,BajaCalifSouth,8,BajaCalifSouth,PV_GND,2020,5.23500000000
2020,BajaCalifSouth,10,BajaCalifSouth,WIND_ON,2020,3.15360000000
2020,Peninsular,21,Eastern,GAS_GT,2020,55.78720000000
2020,Peninsular,52,Peninsular,GAS_GT,2020,55.78720000000
2020,Peninsular,53,Peninsular,OIL,2020,1.00920000000
2020,Peninsular,54,Peninsular,PV_GND,2020,43.89810000000
2020,Peninsular,55,Peninsular,PV_RFT,2020,0.37840000000
2020,Peninsular,57,Peninsular,WIND_ON,2020,16.14640000000
2025,Central,11,Central,BIO,2020,0.04730000000
2025,Central,13,Central,GAS_GT,2020,197.58880000000
2025,Central,15,Central,HYD,2020,3.83160000000
2025,Central,16,Central,OIL,2020,6.52800000000
2025,Central,17,Central,PV_GND,2020,0.99340000000
2025,Eastern,13,Central,GAS_GT,2020,53.53870000000
2025,Eastern,14,Central,GEOTH,2020,0.00010000000
2025,Eastern,18,Eastern,BIO,2020,7.80520000000
2025,Eastern,21,Eastern,GAS_GT,2020,214.15470000000
2025,Eastern,22,Eastern,HYD,2020,316.51110000000
2025,Eastern,23,Eastern,NUCL,2020,76.63250000000
2025,Eastern,24,Eastern,OIL,2020,13.81280000000
2025,Eastern,26,Eastern,WIND_ON,2020,130.93750000000
2025,Western,13,Central,GAS_GT,2020,64.00230000000
2025,Western,58,Western,BIO,2020,1.89220000000
2025,Western,59,Western,COAL,2020,158.46840000000
2025,Western,61,Western,GAS_GT,2020,256.00920000000
2025,Western,62,Western,GEOTH,2020,14.90080000000
2025,Western,63,Western,HYD,2020,232.40460000000
2025,Western,64,Western,OIL,2020,39.07310000000
2025,Western,65,Western,PV_GND,2020,36.42410000000
2025,Western,66,Western,WIND_ON,2020,48.72310000000
2025,Northwest,46,Northwest,GAS_GT,2020,220.96640000000
2025,Northwest,48,Northwest,HYD,2020,45.41180000000
2025,Northwest,49,Northwest,OIL,2020,2.64900000000
2025,Northwest,50,Northwest,PV_GND,2020,21.57060000000
2025,Northwest,51,Northwest,WIND_ON,2020,0.09460000000
2025,Northwest,61,Western,GAS_GT,2020,55.24160000000
2025,North,27,North,BIO,2020,0.42570000000
2025,North,30,North,GAS_GT,2020,206.90770000000
2025,North,32,North,HYD,2020,1.32450000000
2025,North,33,North,OIL,2020,5.44000000000
2025,North,34,North,PV_GND,2020,53.69000000000
2025,North,46,Northwest,GAS_GT,2020,62.07230000000
