year,dst_region,asset,region,technology,installed,capacity
2045,Central,10,Central,BIO,2020,0.01500000000
2045,Central,11,Central,GAS_GT,2020,62.51830000000
2045,Central,13,Central,HYD,2020,1.21230000000
2045,Central,14,Central,OIL,2020,2.06550000000
2045,Central,15,Central,PV_GND,2020,0.31430000000
2045,Eastern,11,Central,GAS_GT,2020,16.94000000000
2045,Eastern,16,Eastern,BIO,2020,2.46960000000
2045,Eastern,17,Eastern,GAS_GT,2020,67.75990000000
2045,Eastern,18,Eastern,HYD,2020,100.14610000000
2045,Eastern,19,Eastern,NUCL,2020,24.24700000000
2045,Eastern,20,Eastern,OIL,2020,4.37040000000
2045,Eastern,21,Eastern,WIND_ON,2020,41.42940000000
2045,Western,11,Central,GAS_GT,2020,20.25070000000
2045,Western,49,Western,BIO,2020,0.59870000000
2045,Western,51,Western,COAL,2020,50.14040000000
2045,Western,53,Western,GAS_GT,2020,81.00290000000
2045,Western,55,Western,GEOTH,2020,4.71470000000
2045,Western,56,Western,HYD,2020,73.53430000000
2045,Western,57,Western,OIL,2020,12.36300000000
2045,Western,58,Western,PV_GND,2020,11.52480000000
2045,Western,59,Western,WIND_ON,2020,15.41630000000
2045,Northwest,39,Northwest,GAS_GT,2020,69.91520000000
2045,Northwest,40,Northwest,HYD,2020,14.36860000000
2045,Northwest,41,Northwest,OIL,2020,0.83820000000
2045,Northwest,42,Northwest,PV_GND,2020,6.82510000000
2045,Northwest,43,Northwest,WIND_ON,2020,0.02990000000
2045,Northwest,53,Western,GAS_GT,2020,17.47880000000
2045,North,23,North,BIO,2020,0.13470000000
2045,North,24,North,GAS_GT,2020,65.46690000000
2045,North,25,North,HYD,2020,0.41910000000
2045,North,27,North,OIL,2020,1.72120000000
2045,North,28,North,PV_GND,2020,16.98790000000
2045,North,39,Northwest,GAS_GT,2020,19.64010000000
2045,Northeast,29,Northeast,BIO,2020,0.28440000000
2045,Northeast,30,Northeast,COAL,2020,19.75680000000
2045,Northeast,31,Northeast,GAS_GT,2020,214.91520000000
2045,Northeast,33,Northeast,HYD,2020,1.76610000000
2045,Northeast,35,Northeast,OIL,2020,3.35270000000
2045,Northeast,36,Northeast,PV_GND,2020,6.94480000000
2045,Northeast,37,Northeast,WIND_ON,2020,37.74750000000
2045,BajaCalif,0,BajaCalif,GAS_GT,2020,33.66140000000
2045,BajaCalif,1,BajaCalif,GEOTH,2020,8.08230000000
2045,BajaCalif,2,BajaCalif,OIL,2020,0.02990000000
2045,BajaCalif,3,BajaCalif,PV_GND,2020,0.10480000000
2045,BajaCalif,4,BajaCalif,WIND_ON,2020,0.14970000000
2045,BajaCalifSouth,5,BajaCalifSouth,GAS_GT,2020,1.69130000000
2045,BajaCalifSouth,6,BajaCalifSouth,OIL,2020,7.10950000000
2045,BajaCalifSouth,7,BajaCalifSouth,PV_GND,2020,1.24230000000
2045,BajaCalifSouth,9,BajaCalifSouth,WIND_ON,2020,0.74840000000
2045,Peninsular,17,Eastern,GAS_GT,2020,13.23860000000
2045,Peninsular,44,Peninsular,GAS_GT,2020,13.23860000000
2045,Peninsular,45,Peninsular,OIL,2020,0.23950000000
2045,Peninsular,46,Peninsular,PV_GND,2020,10.41720000000
2045,Peninsular,47,Peninsular,PV_RFT,2020,0.08980000000
2045,Peninsular,48,Peninsular,WIND_ON,2020,3.83160000000
2049,Central,10,Central,BIO,2020,0.01200000000
2049,Central,11,Central,GAS_GT,2020,50.01470000000
2049,Central,13,Central,HYD,2020,0.96990000000
2049,Central,14,Central,OIL,2020,1.65240000000
2049,Central,15,Central,PV_GND,2020,0.25150000000
2049,Eastern,11,Central,GAS_GT,2020,13.55200000000
2049,Eastern,16,Eastern,BIO,2020,1.97570000000
2049,Eastern,17,Eastern,GAS_GT,2020,54.20790000000
2049,Eastern,18,Eastern,HYD,2020,80.11690000000
2049,Eastern,19,Eastern,NUCL,2020,19.39760000000
2049,Eastern,20,Eastern,OIL,2020,3.49640000000
2049,Eastern,21,Eastern,WIND_ON,2020,33.14350000000
2049,Western,11,Central,GAS_GT,2020,16.20060000000
2049,Western,49,Western,BIO,2020,0.47900000000
2049,Western,51,Western,COAL,2020,40.11230000000
2049,Western,53,Western,GAS_GT,2020,64.80230000000
2049,Western,55,Western,GEOTH,2020,3.77180000000
2049,Western,56,Western,HYD,2020,58.82740000000
2049,Western,57,Western,OIL,2020,9.89040000000
2049,Western,58,Western,PV_GND,2020,9.21980000000
2049,Western,59,Western,WIND_ON,2020,12.33300000000
2049,Northwest,39,Northwest,GAS_GT,2020,55.93210000000
2049,Northwest,40,Northwest,HYD,2020,11.49490000000
2049,Northwest,41,Northwest,OIL,2020,0.67050000000
2049,Northwest,42,Northwest,PV_GND,2020,5.46010000000
2049,Northwest,43,Northwest,WIND_ON,2020,0.02390000000
2049,Northwest,53,Western,GAS_GT,2020,13.98300000000
2049,North,23,North,BIO,2020,0.10780000000
2049,North,24,North,GAS_GT,2020,52.37350000000
2049,North,25,North,HYD,2020,0.33530000000
2049,North,27,North,OIL,2020,1.37700000000
2049,North,28,North,PV_GND,2020,13.59030000000
2049,North,39,Northwest,GAS_GT,2020,15.71210000000
2049,Northeast,29,Northeast,BIO,2020,0.22750000000
2049,Northeast,30,Northeast,COAL,2020,15.80540000000
2049,Northeast,31,Northeast,GAS_GT,2020,171.93220000000
2049,Northeast,33,Northeast,HYD,2020,1.41290000000
2049,Northeast,35,Northeast,OIL,2020,2.68210000000
2049,Northeast,36,Northeast,PV_GND,2020,5.55590000000
2049,Northeast,37,Northeast,WIND_ON,2020,30.19800000000
2049,BajaCalif,0,BajaCalif,GAS_GT,2020,26.92910000000
2049,BajaCalif,1,BajaCalif,GEOTH,2020,6.46590000000
2049,BajaCalif,2,BajaCalif,OIL,2020,0.02390000000
2049,BajaCalif,3,BajaCalif,PV_GND,2020,0.08380000000
2049,BajaCalif,4,BajaCalif,WIND_ON,2020,0.11970000000
2049,BajaCalifSouth,5,BajaCalifSouth,GAS_GT,2020,1.35300000000
2049,BajaCalifSouth,6,BajaCalifSouth,OIL,2020,5.68760000000
2049,BajaCalifSouth,7,BajaCalifSouth,PV_GND,2020,0.99380000000
2049,BajaCalifSouth,9,BajaCalifSouth,WIND_ON,2020,0.59870000000
2049,Peninsular,17,Eastern,GAS_GT,2020,10.59080000000
2049,Peninsular,44,Peninsular,GAS_GT,2020,10.59080000000
2049,Peninsular,45,Peninsular,OIL,2020,0.19160000000
2049,Peninsular,46,Peninsular,PV_GND,2020,8.33380000000
2049,Peninsular,47,Peninsular,PV_RFT,2020,0.07180000000
2049,Peninsular,48,Peninsular,WIND_ON,2020,3.06530000000
2050,Central,10,Central,BIO,2020,0.01120000000
2050,Central,11,Central,GAS_GT,2020,46.88880000000
2050,Central,13,Central,HYD,2020,0.90930000000
2050,Central,14,Central,OIL,2020,1.54910000000
2050,Central,15,Central,PV_GND,2020,0.23570000000
2050,Eastern,11,Central,GAS_GT,2020,12.70500000000
2050,Eastern,16,Eastern,BIO,2020,1.85220000000
2050,Eastern,17,Eastern,GAS_GT,2020,50.81990000000
2050,Eastern,18,Eastern,HYD,2020,75.10960000000
2050,Eastern,19,Eastern,NUCL,2020,18.18520000000
2050,Eastern,20,Eastern,OIL,2020,3.27780000000
2050,Eastern,21,Eastern,WIND_ON,2020,31.07210000000
2050,Western,11,Central,GAS_GT,2020,15.18800000000
2050,Western,49,Western,BIO,2020,0.44900000000
2050,Western,51,Western,COAL,2020,37.60530000000
2050,Western,53,Western,GAS_GT,2020,60.75220000000
2050,Western,55,Western,GEOTH,2020,3.53600000000
2050,Western,56,Western,HYD,2020,55.15070000000
2050,Western,57,Western,OIL,2020,9.27220000000
2050,Western,58,Western,PV_GND,2020,8.64360000000
2050,Western,59,Western,WIND_ON,2020,11.56220000000
2050,Northwest,39,Northwest,GAS_GT,2020,52.43640000000
2050,Northwest,40,Northwest,HYD,2020,10.77640000000
2050,Northwest,41,Northwest,OIL,2020,0.62860000000
2050,Northwest,42,Northwest,PV_GND,2020,5.11880000000
2050,Northwest,43,Northwest,WIND_ON,2020,0.02250000000
2050,Northwest,53,Western,GAS_GT,2020,13.10910000000
2050,North,23,North,BIO,2020,0.10100000000
2050,North,24,North,GAS_GT,2020,49.10020000000
2050,North,25,North,HYD,2020,0.31430000000
2050,North,27,North,OIL,2020,1.29090000000
2050,North,28,North,PV_GND,2020,12.74090000000
2050,North,39,Northwest,GAS_GT,2020,14.73000000000
