dst_region,asset,year,region,technology,installed,capacity
Central,10,2025,Central,BIO,2020,0.04730000000
Central,10,2030,Central,BIO,2020,0.03550000000
Central,10,2035,Central,BIO,2020,0.02660000000
Central,10,2040,Central,BIO,2020,0.02000000000
Central,10,2045,Central,BIO,2020,0.01500000000
Central,10,2049,Central,BIO,2020,0.01200000000
Central,10,2050,Central,BIO,2020,0.01120000000
Central,10,2054,Central,BIO,2020,0.01120000000
Central,10,2055,Central,BIO,2020,0.01120000000
Central,11,2025,Central,GAS_GT,2020,197.58880000000
Central,11,2030,Central,GAS_GT,2020,148.19160000000
Central,11,2035,Central,GAS_GT,2020,111.14370000000
Central,11,2040,Central,GAS_GT,2020,83.35780000000
Central,11,2045,Central,GAS_GT,2020,62.51830000000
Central,11,2049,Central,GAS_GT,2020,50.01470000000
Central,11,2050,Central,GAS_GT,2020,46.88880000000
Central,11,2054,Central,GAS_GT,2020,46.88880000000
Central,11,2055,Central,GAS_GT,2020,46.88880000000
Central,13,2025,Central,HYD,2020,3.83160000000
Central,13,2030,Central,HYD,2020,2.87370000000
Central,13,2035,Central,HYD,2020,2.15530000000
Central,13,2040,Central,HYD,2020,1.61650000000
Central,13,2045,Central,HYD,2020,1.21230000000
Central,13,2049,Central,HYD,2020,0.96990000000
Central,13,2050,Central,HYD,2020,0.90930000000
Central,13,2054,Central,HYD,2020,0.90930000000
Central,13,2055,Central,HYD,2020,0.90930000000
Central,14,2025,Central,OIL,2020,6.52800000000
Central,14,2030,Central,OIL,2020,4.89600000000
Central,14,2035,Central,OIL,2020,3.67200000000
Central,14,2040,Central,OIL,2020,2.75400000000
Central,14,2045,Central,OIL,2020,2.06550000000
Central,14,2049,Central,OIL,2020,1.65240000000
Central,14,2050,Central,OIL,2020,1.54910000000
Central,14,2054,Central,OIL,2020,1.54910000000
Central,14,2055,Central,OIL,2020,1.54910000000
Central,15,2025,Central,PV_GND,2020,0.99340000000
Central,15,2030,Central,PV_GND,2020,0.74500000000
Central,15,2035,Central,PV_GND,2020,0.55880000000
Central,15,2040,Central,PV_GND,2020,0.41910000000
Central,15,2045,Central,PV_GND,2020,0.31430000000
Central,15,2049,Central,PV_GND,2020,0.25150000000
Central,15,2050,Central,PV_GND,2020,0.23570000000
Central,15,2054,Central,PV_GND,2020,0.23570000000
Central,15,2055,Central,PV_GND,2020,0.23570000000
Eastern,11,2025,Central,GAS_GT,2020,53.53870000000
Eastern,11,2030,Central,GAS_GT,2020,40.15400000000
Eastern,11,2035,Central,GAS_GT,2020,30.11550000000
Eastern,11,2040,Central,GAS_GT,2020,22.58660000000
Eastern,11,2045,Central,GAS_GT,2020,16.94000000000
Eastern,11,2049,Central,GAS_GT,2020,13.55200000000
Eastern,11,2050,Central,GAS_GT,2020,12.70500000000
Eastern,11,2054,Central,GAS_GT,2020,12.70500000000
Eastern,11,2055,Central,GAS_GT,2020,12.70500000000
Eastern,12,2025,Central,GEOTH,2020,0.00010000000
Eastern,12,2030,Central,GEOTH,2020,0.00010000000
Eastern,12,2035,Central,GEOTH,2020,0.00010000000
Eastern,12,2040,Central,GEOTH,2020,0.00010000000
Eastern,16,2025,Eastern,BIO,2020,7.80520000000
Eastern,16,2030,Eastern,BIO,2020,5.85390000000
