dst_region,asset,year,region,technology,installed,capacity
Central,4,2050,BajaCalif,PV_GND,2025,10421.21880000000
Central,4,2054,BajaCalif,PV_GND,2025,10421.21880000000
Central,5,2050,BajaCalif,PV_GND,2035,23723.51660000000
Central,5,2054,BajaCalif,PV_GND,2035,23723.51660000000
Central,5,2055,BajaCalif,PV_GND,2035,23723.51660000000
Central,5,2059,BajaCalif,PV_GND,2035,23723.51660000000
Central,5,2060,BajaCalif,PV_GND,2035,23723.51660000000
Central,5,2064,BajaCalif,PV_GND,2035,23723.51660000000
Central,11,2050,BajaCalifSouth,PV_GND,2030,11030.98020000000
Central,11,2054,BajaCalifSouth,PV_GND,2030,11030.98020000000
Central,11,2055,BajaCalifSouth,PV_GND,2030,11030.98020000000
Central,11,2059,BajaCalifSouth,PV_GND,2030,11030.98020000000
Central,13,2050,BajaCalifSouth,PV_GND,2040,23620.20300000000
Central,13,2054,BajaCalifSouth,PV_GND,2040,23620.20300000000
Central,13,2055,BajaCalifSouth,PV_GND,2040,23620.20300000000
Central,13,2059,BajaCalifSouth,PV_GND,2040,23620.20300000000
Central,13,2060,BajaCalifSouth,PV_GND,2040,23620.20300000000
Central,13,2064,BajaCalifSouth,PV_GND,2040,23620.20300000000
Central,13,2065,BajaCalifSouth,PV_GND,2040,23620.20300000000
Central,13,2069,BajaCalifSouth,PV_GND,2040,23620.20300000000
Central,14,2050,BajaCalifSouth,PV_GND,2045,19638.13750000000
Central,14,2054,BajaCalifSouth,PV_GND,2045,19638.13750000000
Central,14,2055,BajaCalifSouth,PV_GND,2045,19638.13750000000
Central,14,2059,BajaCalifSouth,PV_GND,2045,19638.13750000000
Central,14,2060,BajaCalifSouth,PV_GND,2045,19638.13750000000
Central,14,2064,BajaCalifSouth,PV_GND,2045,19638.13750000000
Central,14,2065,BajaCalifSouth,PV_GND,2045,19638.13750000000
Central,14,2069,BajaCalifSouth,PV_GND,2045,19638.13750000000
Central,14,2070,BajaCalifSouth,PV_GND,2045,19638.13750000000
Central,14,2074,BajaCalifSouth,PV_GND,2045,19638.13750000000
Central,15,2054,BajaCalifSouth,PV_GND,2050,14901.58310000000
Central,15,2055,BajaCalifSouth,PV_GND,2050,18626.97890000000
Central,15,2059,BajaCalifSouth,PV_GND,2050,18626.97890000000
Central,15,2060,BajaCalifSouth,PV_GND,2050,18626.97890000000
Central,15,2064,BajaCalifSouth,PV_GND,2050,18626.97890000000
Central,15,2065,BajaCalifSouth,PV_GND,2050,18626.97890000000
Central,15,2069,BajaCalifSouth,PV_GND,2050,18626.97890000000
Central,15,2070,BajaCalifSouth,PV_GND,2050,18626.97890000000
Central,15,2074,BajaCalifSouth,PV_GND,2050,18626.97890000000
Central,15,2075,BajaCalifSouth,PV_GND,2050,18626.97890000000
Central,15,2079,BajaCalifSouth,PV_GND,2050,18626.97890000000
Central,17,2050,Central,BIO,2020,0.01120000000
Central,17,2054,Central,BIO,2020,0.00110000000
Central,18,2050,Central,GAS_CC,2030,26.55410000000
Central,18,2054,Central,GAS_CC,2030,26.55410000000
Central,18,2055,Central,GAS_CC,2030,26.55410000000
Central,18,2059,Central,GAS_CC,2030,26.55410000000
Central,19,2050,Central,GAS_CC,2045,96.12810000000
Central,19,2054,Central,GAS_CC,2045,96.12810000000
Central,19,2055,Central,GAS_CC,2045,96.12810000000
Central,19,2059,Central,GAS_CC,2045,96.12810000000
Central,19,2060,Central,GAS_CC,2045,96.12810000000
Central,19,2064,Central,GAS_CC,2045,96.12810000000
Central,19,2065,Central,GAS_CC,2045,96.12810000000
Central,19,2069,Central,GAS_CC,2045,96.12810000000
Central,19,2070,Central,GAS_CC,2045,96.12810000000
Central,19,2074,Central,GAS_CC,2045,96.12810000000
Central,20,2050,Central,GAS_GT,2020,46.88880000000
Central,20,2054,Central,GAS_GT,2020,4.68890000000
Central,22,2050,Central,HYD,2020,0.90930000000
Central,22,2054,Central,HYD,2020,0.09090000000
Central,23,2050,Central,OIL,2020,1.54910000000
Central,23,2054,Central,OIL,2020,0.15490000000
Central,24,2050,Central,PV_GND,2020,0.23570000000
Central,24,2054,Central,PV_GND,2020,0.02360000000
Central,28,2050,Eastern,GAS_GT,2025,10275.01120000000
Central,28,2054,Eastern,GAS_GT,2025,10275.01120000000
Central,29,2050,Eastern,GAS_GT,2035,12894.62120000000
Central,29,2054,Eastern,GAS_GT,2035,12894.62120000000
Central,29,2055,Eastern,GAS_GT,2035,12894.62120000000
Central,29,2059,Eastern,GAS_GT,2035,12894.62120000000
Central,29,2060,Eastern,GAS_GT,2035,12894.62120000000
Central,29,2064,Eastern,GAS_GT,2035,12894.62120000000
Central,71,2050,Western,GAS_GT,2035,85.50640000000
Central,71,2054,Western,GAS_GT,2035,85.50640000000
Central,71,2055,Western,GAS_GT,2035,85.50640000000
Central,71,2059,Western,GAS_GT,2035,85.50640000000
Central,71,2060,Western,GAS_GT,2035,85.50640000000
Central,71,2064,Western,GAS_GT,2035,85.50640000000
Central,72,2050,Western,GAS_GT,2040,12897.37450000000
Central,72,2054,Western,GAS_GT,2040,12897.37450000000
Central,72,2055,Western,GAS_GT,2040,12897.37450000000
Central,72,2059,Western,GAS_GT,2040,12897.37450000000
Central,72,2060,Western,GAS_GT,2040,12897.37450000000
Central,72,2064,Western,GAS_GT,2040,12897.37450000000
Central,72,2065,Western,GAS_GT,2040,12897.37450000000
Central,72,2069,Western,GAS_GT,2040,12897.37450000000
Eastern,20,2050,Central,GAS_GT,2020,12.70500000000
Eastern,20,2054,Central,GAS_GT,2020,1.27050000000
Eastern,25,2050,Eastern,BIO,2020,1.85220000000
Eastern,26,2050,Eastern,GAS_CC,2025,24.78380000000
Eastern,26,2054,Eastern,GAS_CC,2025,24.78380000000
Eastern,27,2050,Eastern,GAS_GT,2020,50.81990000000
Eastern,30,2050,Eastern,HYD,2020,75.10960000000
Eastern,31,2050,Eastern,NUCL,2020,18.18520000000
Eastern,32,2050,Eastern,OIL,2020,3.27780000000
Eastern,33,2050,Eastern,WIND_ON,2020,31.07210000000
Eastern,34,2050,Eastern,WIND_ON,2035,10487.39190000000
Eastern,34,2054,Eastern,WIND_ON,2035,10487.39190000000
Eastern,34,2055,Eastern,WIND_ON,2035,10487.39190000000
Eastern,34,2059,Eastern,WIND_ON,2035,10487.39190000000
Eastern,34,2060,Eastern,WIND_ON,2035,10487.39190000000
Eastern,34,2064,Eastern,WIND_ON,2035,10487.39190000000
Western,20,2050,Central,GAS_GT,2020,15.18800000000
Western,20,2054,Central,GAS_GT,2020,1.51880000000
Western,67,2050,Western,BIO,2020,0.44900000000
Western,67,2054,Western,BIO,2020,0.04490000000
Western,68,2050,Western,COAL,2020,37.60530000000
Western,68,2054,Western,COAL,2020,3.76050000000
Western,70,2050,Western,GAS_GT,2020,60.75220000000
Western,70,2054,Western,GAS_GT,2020,6.07520000000
Western,73,2050,Western,GEOTH,2020,3.53600000000
Western,73,2054,Western,GEOTH,2020,0.35360000000
Western,74,2050,Western,HYD,2020,55.15070000000
Western,74,2054,Western,HYD,2020,5.51510000000
Western,75,2050,Western,OIL,2020,9.27220000000
Western,75,2054,Western,OIL,2020,0.92720000000
Western,76,2050,Western,PV_GND,2020,8.64360000000
Western,76,2054,Western,PV_GND,2020,0.86440000000
Western,77,2050,Western,WIND_ON,2020,11.56220000000
Western,77,2054,Western,WIND_ON,2020,1.15620000000
Northwest,50,2050,Northwest,GAS_CC,2030,10661.14720000000
Northwest,50,2054,Northwest,GAS_CC,2030,10661.14720000000
Northwest,50,2055,Northwest,GAS_CC,2030,10661.14720000000
Northwest,50,2059,Northwest,GAS_CC,2030,10661.14720000000
Northwest,51,2050,Northwest,GAS_CC,2040,23427.10860000000
Northwest,51,2054,Northwest,GAS_CC,2040,23427.10860000000
Northwest,51,2055,Northwest,GAS_CC,2040,23427.10860000000
Northwest,51,2059,Northwest,GAS_CC,2040,23427.10860000000
Northwest,51,2060,Northwest,GAS_CC,2040,23427.10860000000
Northwest,51,2064,Northwest,GAS_CC,2040,23427.10860000000
Northwest,51,2065,Northwest,GAS_CC,2040,23427.10860000000
Northwest,51,2069,Northwest,GAS_CC,2040,23427.10860000000
Northwest,52,2050,Northwest,GAS_CC,2045,23038.28140000000
Northwest,52,2054,Northwest,GAS_CC,2045,23038.28140000000
Northwest,52,2055,Northwest,GAS_CC,2045,23038.28140000000
Northwest,52,2059,Northwest,GAS_CC,2045,23038.28140000000
Northwest,52,2060,Northwest,GAS_CC,2045,23038.28140000000
Northwest,52,2064,Northwest,GAS_CC,2045,23038.28140000000
Northwest,52,2065,Northwest,GAS_CC,2045,23038.28140000000
Northwest,52,2069,Northwest,GAS_CC,2045,23038.28140000000
