dst_region,year,asset,region,technology,installed,capacity
Central,2025,3,BajaCalif,PV_GND,2020,5207.33240000000
Central,2025,11,Central,BIO,2020,0.04730000000
Central,2025,12,Central,GAS_GT,2020,197.58880000000
Central,2025,14,Central,HYD,2020,3.83160000000
Central,2025,15,Central,OIL,2020,6.52800000000
Central,2025,16,Central,PV_GND,2020,0.99340000000
Central,2030,3,BajaCalif,PV_GND,2020,5207.33240000000
Central,2030,4,BajaCalif,PV_GND,2025,6465.44570000000
Central,2030,11,Central,BIO,2020,0.03550000000
Central,2030,12,Central,GAS_GT,2020,148.19160000000
Central,2030,14,Central,HYD,2020,2.87370000000
Central,2030,15,Central,OIL,2020,4.89600000000
Central,2030,16,Central,PV_GND,2020,0.74500000000
Central,2030,20,Eastern,GAS_GT,2025,6306.84610000000
Central,2030,55,Western,GAS_GT,2025,12.39190000000
Central,2035,3,BajaCalif,PV_GND,2020,5207.33240000000
Central,2035,4,BajaCalif,PV_GND,2025,6465.44570000000
Central,2035,11,Central,BIO,2020,0.02660000000
Central,2035,12,Central,GAS_GT,2020,111.14370000000
Central,2035,14,Central,HYD,2020,2.15530000000
Central,2035,15,Central,OIL,2020,3.67200000000
Central,2035,16,Central,PV_GND,2020,0.55880000000
Central,2035,20,Eastern,GAS_GT,2025,6306.84610000000
Central,2035,55,Western,GAS_GT,2025,12.39190000000
Central,2040,3,BajaCalif,PV_GND,2020,5207.33240000000
Central,2040,4,BajaCalif,PV_GND,2025,6465.44570000000
Central,2040,11,Central,BIO,2020,0.02000000000
Central,2040,12,Central,GAS_GT,2020,83.35780000000
Central,2040,14,Central,HYD,2020,1.61650000000
Central,2040,15,Central,OIL,2020,2.75400000000
Central,2040,16,Central,PV_GND,2020,0.41910000000
Central,2040,20,Eastern,GAS_GT,2025,6306.84610000000
Central,2040,55,Western,GAS_GT,2025,12.39190000000
Central,2045,3,BajaCalif,PV_GND,2020,5207.33240000000
Central,2045,4,BajaCalif,PV_GND,2025,6465.44570000000
Central,2045,11,Central,BIO,2020,0.01500000000
Central,2045,12,Central,GAS_GT,2020,62.51830000000
Central,2045,14,Central,HYD,2020,1.21230000000
Central,2045,15,Central,OIL,2020,2.06550000000
Central,2045,16,Central,PV_GND,2020,0.31430000000
Central,2045,20,Eastern,GAS_GT,2025,6306.84610000000
Central,2045,55,Western,GAS_GT,2025,12.39190000000
Central,2049,3,BajaCalif,PV_GND,2020,5207.33240000000
Central,2049,4,BajaCalif,PV_GND,2025,6465.44570000000
Central,2049,11,Central,BIO,2020,0.01200000000
Central,2049,12,Central,GAS_GT,2020,50.01470000000
Central,2049,14,Central,HYD,2020,0.96990000000
Central,2049,15,Central,OIL,2020,1.65240000000
Central,2049,16,Central,PV_GND,2020,0.25150000000
Central,2049,20,Eastern,GAS_GT,2025,6306.84610000000
Central,2049,55,Western,GAS_GT,2025,12.39190000000
Central,2050,4,BajaCalif,PV_GND,2025,6465.44570000000
Central,2050,11,Central,BIO,2020,0.01120000000
Central,2050,12,Central,GAS_GT,2020,46.88880000000
Central,2050,14,Central,HYD,2020,0.90930000000
Central,2050,15,Central,OIL,2020,1.54910000000
Central,2050,16,Central,PV_GND,2020,0.23570000000
Central,2050,20,Eastern,GAS_GT,2025,6306.84610000000
Central,2050,55,Western,GAS_GT,2025,12.39190000000
Central,2054,4,BajaCalif,PV_GND,2025,6465.44570000000
Central,2054,11,Central,BIO,2020,0.01120000000
Central,2054,12,Central,GAS_GT,2020,46.88880000000
Central,2054,14,Central,HYD,2020,0.90930000000
Central,2054,15,Central,OIL,2020,1.54910000000
Central,2054,16,Central,PV_GND,2020,0.23570000000
Central,2054,20,Eastern,GAS_GT,2025,6306.84610000000
Central,2054,55,Western,GAS_GT,2025,12.39190000000
Central,2055,11,Central,BIO,2020,0.01120000000
Central,2055,12,Central,GAS_GT,2020,46.88880000000
Central,2055,14,Central,HYD,2020,0.90930000000
Central,2055,15,Central,OIL,2020,1.54910000000
Central,2055,16,Central,PV_GND,2020,0.23570000000
Eastern,2025,12,Central,GAS_GT,2020,53.53870000000
Eastern,2025,13,Central,GEOTH,2020,0.00010000000
Eastern,2025,17,Eastern,BIO,2020,7.80520000000
Eastern,2025,19,Eastern,GAS_GT,2020,214.15470000000
Eastern,2025,21,Eastern,HYD,2020,316.51110000000
Eastern,2025,22,Eastern,NUCL,2020,76.63250000000
Eastern,2025,23,Eastern,OIL,2020,13.81280000000
Eastern,2025,24,Eastern,WIND_ON,2020,5378.59650000000
Eastern,2030,12,Central,GAS_GT,2020,40.15400000000
Eastern,2030,13,Central,GEOTH,2020,0.00010000000
Eastern,2030,17,Eastern,BIO,2020,5.85390000000
Eastern,2030,19,Eastern,GAS_GT,2020,160.61600000000
Eastern,2030,21,Eastern,HYD,2020,237.38330000000
Eastern,2030,22,Eastern,NUCL,2020,57.47440000000
Eastern,2030,23,Eastern,OIL,2020,10.35960000000
Eastern,2030,24,Eastern,WIND_ON,2020,5345.86220000000
Eastern,2030,25,Eastern,WIND_ON,2025,6495.69060000000
Eastern,2035,12,Central,GAS_GT,2020,30.11550000000
Eastern,2035,13,Central,GEOTH,2020,0.00010000000
Eastern,2035,17,Eastern,BIO,2020,4.39040000000
Eastern,2035,19,Eastern,GAS_GT,2020,120.46200000000
Eastern,2035,21,Eastern,HYD,2020,178.03750000000
Eastern,2035,22,Eastern,NUCL,2020,43.10580000000
Eastern,2035,23,Eastern,OIL,2020,7.76970000000
Eastern,2035,24,Eastern,WIND_ON,2020,5321.31140000000
Eastern,2035,25,Eastern,WIND_ON,2025,6495.69060000000
Eastern,2040,12,Central,GAS_GT,2020,22.58660000000
Eastern,2040,13,Central,GEOTH,2020,0.00010000000
Eastern,2040,17,Eastern,BIO,2020,3.29280000000
Eastern,2040,19,Eastern,GAS_GT,2020,90.34650000000
Eastern,2040,21,Eastern,HYD,2020,133.52810000000
Eastern,2040,22,Eastern,NUCL,2020,32.32930000000
Eastern,2040,23,Eastern,OIL,2020,5.82730000000
Eastern,2040,24,Eastern,WIND_ON,2020,5302.89830000000
Eastern,2040,25,Eastern,WIND_ON,2025,6495.69060000000
Eastern,2045,12,Central,GAS_GT,2020,16.94000000000
Eastern,2045,17,Eastern,BIO,2020,2.46960000000
Eastern,2045,19,Eastern,GAS_GT,2020,67.75990000000
Eastern,2045,21,Eastern,HYD,2020,100.14610000000
Eastern,2045,22,Eastern,NUCL,2020,24.24700000000
Eastern,2045,23,Eastern,OIL,2020,4.37040000000
Eastern,2045,24,Eastern,WIND_ON,2020,5289.08850000000
Eastern,2045,25,Eastern,WIND_ON,2025,6495.69060000000
Eastern,2049,12,Central,GAS_GT,2020,13.55200000000
Eastern,2049,17,Eastern,BIO,2020,1.97570000000
Eastern,2049,19,Eastern,GAS_GT,2020,54.20790000000
Eastern,2049,21,Eastern,HYD,2020,80.11690000000
Eastern,2049,22,Eastern,NUCL,2020,19.39760000000
Eastern,2049,23,Eastern,OIL,2020,3.49640000000
Eastern,2049,24,Eastern,WIND_ON,2020,5280.80260000000
Eastern,2049,25,Eastern,WIND_ON,2025,6495.69060000000
Eastern,2050,12,Central,GAS_GT,2020,12.70500000000
