dst_region,year,asset,region,technology,installed,capacity
Central,2040,3,BajaCalif,PV_GND,2020,5207.33240000000
Central,2040,4,BajaCalif,PV_GND,2025,6465.44570000000
Central,2040,5,BajaCalif,PV_GND,2030,7252.91690000000
Central,2040,12,BajaCalifSouth,PV_GND,2035,8830.30350000000
Central,2040,15,Central,BIO,2020,0.02000000000
Central,2040,16,Central,GAS_GT,2020,83.35780000000
Central,2040,18,Central,HYD,2020,1.61650000000
Central,2040,19,Central,OIL,2020,2.75400000000
Central,2040,20,Central,PV_GND,2020,0.41910000000
Central,2040,24,Eastern,GAS_GT,2025,6306.84610000000
Central,2040,25,Eastern,GAS_GT,2030,7143.26120000000
Central,2040,64,Western,GAS_GT,2025,12.39190000000
Central,2040,65,Western,GAS_GT,2035,8748.06180000000
Central,2045,3,BajaCalif,PV_GND,2020,5207.33240000000
Central,2045,4,BajaCalif,PV_GND,2025,6465.44570000000
Central,2045,5,BajaCalif,PV_GND,2030,7252.91690000000
Central,2045,12,BajaCalifSouth,PV_GND,2035,8830.30350000000
Central,2045,13,BajaCalifSouth,PV_GND,2040,6679.00070000000
Central,2045,15,Central,BIO,2020,0.01500000000
Central,2045,16,Central,GAS_GT,2020,62.51830000000
Central,2045,18,Central,HYD,2020,1.21230000000
Central,2045,19,Central,OIL,2020,2.06550000000
Central,2045,20,Central,PV_GND,2020,0.31430000000
Central,2045,24,Eastern,GAS_GT,2025,6306.84610000000
Central,2045,25,Eastern,GAS_GT,2030,7143.26120000000
Central,2045,64,Western,GAS_GT,2025,12.39190000000
Central,2045,65,Western,GAS_GT,2035,8748.06180000000
Central,2049,3,BajaCalif,PV_GND,2020,5207.33240000000
Central,2049,4,BajaCalif,PV_GND,2025,6465.44570000000
Central,2049,5,BajaCalif,PV_GND,2030,7252.91690000000
Central,2049,12,BajaCalifSouth,PV_GND,2035,8830.30350000000
Central,2049,13,BajaCalifSouth,PV_GND,2040,6679.00070000000
Central,2049,15,Central,BIO,2020,0.01200000000
Central,2049,16,Central,GAS_GT,2020,50.01470000000
Central,2049,18,Central,HYD,2020,0.96990000000
Central,2049,19,Central,OIL,2020,1.65240000000
Central,2049,20,Central,PV_GND,2020,0.25150000000
Central,2049,24,Eastern,GAS_GT,2025,6306.84610000000
Central,2049,25,Eastern,GAS_GT,2030,7143.26120000000
Central,2049,64,Western,GAS_GT,2025,12.39190000000
Central,2049,65,Western,GAS_GT,2035,8748.06180000000
Central,2050,4,BajaCalif,PV_GND,2025,6465.44570000000
Central,2050,5,BajaCalif,PV_GND,2030,7252.91690000000
Central,2050,12,BajaCalifSouth,PV_GND,2035,8830.30350000000
Central,2050,13,BajaCalifSouth,PV_GND,2040,6679.00070000000
Central,2050,15,Central,BIO,2020,0.01120000000
Central,2050,16,Central,GAS_GT,2020,46.88880000000
Central,2050,18,Central,HYD,2020,0.90930000000
Central,2050,19,Central,OIL,2020,1.54910000000
Central,2050,20,Central,PV_GND,2020,0.23570000000
Central,2050,24,Eastern,GAS_GT,2025,6306.84610000000
Central,2050,25,Eastern,GAS_GT,2030,7143.26120000000
Central,2050,64,Western,GAS_GT,2025,12.39190000000
Central,2050,65,Western,GAS_GT,2035,8748.06180000000
Central,2054,4,BajaCalif,PV_GND,2025,6465.44570000000
Central,2054,5,BajaCalif,PV_GND,2030,7252.91690000000
Central,2054,12,BajaCalifSouth,PV_GND,2035,8830.30350000000
Central,2054,13,BajaCalifSouth,PV_GND,2040,6679.00070000000
Central,2054,15,Central,BIO,2020,0.00870000000
Central,2054,16,Central,GAS_GT,2020,36.46900000000
Central,2054,18,Central,HYD,2020,0.70720000000
Central,2054,19,Central,OIL,2020,1.20490000000
Central,2054,20,Central,PV_GND,2020,0.18330000000
Central,2054,24,Eastern,GAS_GT,2025,6306.84610000000
Central,2054,25,Eastern,GAS_GT,2030,7143.26120000000
Central,2054,64,Western,GAS_GT,2025,12.39190000000
Central,2054,65,Western,GAS_GT,2035,8748.06180000000
Central,2055,5,BajaCalif,PV_GND,2030,7252.91690000000
Central,2055,12,BajaCalifSouth,PV_GND,2035,8830.30350000000
Central,2055,13,BajaCalifSouth,PV_GND,2040,6679.00070000000
Central,2055,15,Central,BIO,2020,0.00810000000
Central,2055,16,Central,GAS_GT,2020,33.86410000000
Central,2055,18,Central,HYD,2020,0.65670000000
Central,2055,19,Central,OIL,2020,1.11880000000
Central,2055,20,Central,PV_GND,2020,0.17030000000
Central,2055,25,Eastern,GAS_GT,2030,7143.26120000000
Central,2055,65,Western,GAS_GT,2035,8748.06180000000
Central,2059,5,BajaCalif,PV_GND,2030,7252.91690000000
Central,2059,12,BajaCalifSouth,PV_GND,2035,8830.30350000000
Central,2059,13,BajaCalifSouth,PV_GND,2040,6679.00070000000
Central,2059,15,Central,BIO,2020,0.00560000000
Central,2059,16,Central,GAS_GT,2020,23.44440000000
Central,2059,18,Central,HYD,2020,0.45460000000
Central,2059,19,Central,OIL,2020,0.77460000000
Central,2059,20,Central,PV_GND,2020,0.11790000000
Central,2059,25,Eastern,GAS_GT,2030,7143.26120000000
Central,2059,65,Western,GAS_GT,2035,8748.06180000000
Central,2060,12,BajaCalifSouth,PV_GND,2035,8830.30350000000
Central,2060,13,BajaCalifSouth,PV_GND,2040,6679.00070000000
Central,2060,15,Central,BIO,2020,0.00560000000
Central,2060,16,Central,GAS_GT,2020,23.44440000000
Central,2060,18,Central,HYD,2020,0.45460000000
Central,2060,19,Central,OIL,2020,0.77460000000
Central,2060,20,Central,PV_GND,2020,0.11790000000
Central,2060,65,Western,GAS_GT,2035,8748.06180000000
Central,2064,12,BajaCalifSouth,PV_GND,2035,8830.30350000000
Central,2064,13,BajaCalifSouth,PV_GND,2040,6679.00070000000
Central,2064,15,Central,BIO,2020,0.00560000000
Central,2064,16,Central,GAS_GT,2020,23.44440000000
Central,2064,18,Central,HYD,2020,0.45460000000
Central,2064,19,Central,OIL,2020,0.77460000000
Central,2064,20,Central,PV_GND,2020,0.11790000000
Central,2064,65,Western,GAS_GT,2035,8748.06180000000
Central,2065,13,BajaCalifSouth,PV_GND,2040,6679.00070000000
Central,2065,15,Central,BIO,2020,0.00560000000
Central,2065,16,Central,GAS_GT,2020,23.44440000000
Central,2065,18,Central,HYD,2020,0.45460000000
Central,2065,19,Central,OIL,2020,0.77460000000
Central,2065,20,Central,PV_GND,2020,0.11790000000
Central,2069,13,BajaCalifSouth,PV_GND,2040,6679.00070000000
Central,2069,15,Central,BIO,2020,0.00560000000
Central,2069,16,Central,GAS_GT,2020,23.44440000000
Central,2069,18,Central,HYD,2020,0.45460000000
Central,2069,19,Central,OIL,2020,0.77460000000
Central,2069,20,Central,PV_GND,2020,0.11790000000
