year,dst_region,asset,region,technology,installed,capacity
2050,Central,15,Central,BIO,2020,0.01120000000
2050,Central,19,Central,GAS_GT,2020,46.88880000000
2050,Central,21,Central,HYD,2020,0.90930000000
2050,Central,22,Central,OIL,2020,1.54910000000
2050,Central,23,Central,PV_GND,2020,0.23570000000
2050,Eastern,19,Central,GAS_GT,2020,12.70500000000
2050,Eastern,24,Eastern,BIO,2020,1.85220000000
2050,Eastern,30,Eastern,GAS_GT,2020,50.81990000000
2050,Eastern,32,Eastern,HYD,2020,75.10960000000
2050,Eastern,33,Eastern,NUCL,2020,18.18520000000
2050,Eastern,34,Eastern,OIL,2020,3.27780000000
2050,Eastern,36,Eastern,WIND_ON,2020,31.07210000000
2050,Western,19,Central,GAS_GT,2020,15.18800000000
2050,Western,73,Western,BIO,2020,0.44900000000
2050,Western,76,Western,COAL,2020,37.60530000000
2050,Western,80,Western,GAS_GT,2020,60.75220000000
2050,Western,82,Western,GEOTH,2020,3.53600000000
2050,Western,83,Western,HYD,2020,55.15070000000
2050,Western,85,Western,OIL,2020,9.27220000000
2050,Western,86,Western,PV_GND,2020,8.64360000000
2050,Western,87,Western,WIND_ON,2020,11.56220000000
2050,Northwest,59,Northwest,GAS_GT,2020,52.43640000000
2050,Northwest,61,Northwest,HYD,2020,10.77640000000
2050,Northwest,63,Northwest,OIL,2020,0.62860000000
2050,Northwest,64,Northwest,PV_GND,2020,5.11880000000
2050,Northwest,65,Northwest,WIND_ON,2020,0.02250000000
2050,Northwest,80,Western,GAS_GT,2020,13.10910000000
2050,North,38,North,BIO,2020,0.10100000000
2050,North,41,North,GAS_GT,2020,49.10020000000
2050,North,43,North,HYD,2020,0.31430000000
2050,North,45,North,OIL,2020,1.29090000000
2050,North,46,North,PV_GND,2020,12.74090000000
2050,North,59,Northwest,GAS_GT,2020,14.73000000000
2050,Northeast,47,Northeast,BIO,2020,0.21330000000
2050,Northeast,48,Northeast,COAL,2020,14.81760000000
2050,Northeast,49,Northeast,GAS_GT,2020,161.18640000000
2050,Northeast,52,Northeast,HYD,2020,1.32460000000
2050,Northeast,54,Northeast,OIL,2020,2.51450000000
2050,Northeast,55,Northeast,PV_GND,2020,5.20860000000
2050,Northeast,56,Northeast,WIND_ON,2020,28.31060000000
2050,BajaCalif,0,BajaCalif,GAS_GT,2020,25.24610000000
2050,BajaCalif,1,BajaCalif,GEOTH,2020,6.06170000000
2050,BajaCalif,2,BajaCalif,OIL,2020,0.02250000000
2050,BajaCalif,4,BajaCalif,PV_GND,2020,0.07860000000
2050,BajaCalif,7,BajaCalif,WIND_ON,2020,0.11230000000
2050,BajaCalifSouth,8,BajaCalifSouth,GAS_GT,2020,1.26850000000
2050,BajaCalifSouth,9,BajaCalifSouth,OIL,2020,5.33210000000
2050,BajaCalifSouth,11,BajaCalifSouth,PV_GND,2020,0.93170000000
2050,BajaCalifSouth,14,BajaCalifSouth,WIND_ON,2020,0.56130000000
2050,Peninsular,30,Eastern,GAS_GT,2020,9.92890000000
2050,Peninsular,66,Peninsular,GAS_GT,2020,9.92890000000
2050,Peninsular,67,Peninsular,OIL,2020,0.17960000000
2050,Peninsular,68,Peninsular,PV_GND,2020,7.81290000000
2050,Peninsular,69,Peninsular,PV_RFT,2020,0.06740000000
2050,Peninsular,71,Peninsular,WIND_ON,2020,2.87370000000
2054,Central,15,Central,BIO,2020,0.00110000000
2054,Central,19,Central,GAS_GT,2020,4.68890000000
2054,Central,21,Central,HYD,2020,0.09090000000
2054,Central,22,Central,OIL,2020,0.15490000000
2054,Central,23,Central,PV_GND,2020,0.02360000000
2054,Eastern,19,Central,GAS_GT,2020,1.27050000000
2054,Eastern,24,Eastern,BIO,2020,0.18520000000
2054,Eastern,30,Eastern,GAS_GT,2020,5.08200000000
2054,Eastern,32,Eastern,HYD,2020,7.51100000000
2054,Eastern,33,Eastern,NUCL,2020,1.81850000000
2054,Eastern,34,Eastern,OIL,2020,0.32780000000
2054,Eastern,36,Eastern,WIND_ON,2020,3.10720000000
2054,Western,19,Central,GAS_GT,2020,1.51880000000
2054,Western,73,Western,BIO,2020,0.04490000000
2054,Western,76,Western,COAL,2020,3.76050000000
2054,Western,80,Western,GAS_GT,2020,6.07520000000
2054,Western,82,Western,GEOTH,2020,0.35360000000
2054,Western,83,Western,HYD,2020,5.51510000000
2054,Western,85,Western,OIL,2020,0.92720000000
2054,Western,86,Western,PV_GND,2020,0.86440000000
2054,Western,87,Western,WIND_ON,2020,1.15620000000
2054,Northwest,59,Northwest,GAS_GT,2020,5.24360000000
2054,Northwest,61,Northwest,HYD,2020,1.07760000000
2054,Northwest,63,Northwest,OIL,2020,0.06290000000
2054,Northwest,64,Northwest,PV_GND,2020,0.51190000000
2054,Northwest,65,Northwest,WIND_ON,2020,0.00220000000
2054,Northwest,80,Western,GAS_GT,2020,1.31090000000
2054,North,38,North,BIO,2020,0.01010000000
2054,North,41,North,GAS_GT,2020,4.91000000000
2054,North,43,North,HYD,2020,0.03140000000
2054,North,45,North,OIL,2020,0.12910000000
2054,North,46,North,PV_GND,2020,1.27410000000
2054,North,59,Northwest,GAS_GT,2020,1.47300000000
2054,Northeast,47,Northeast,BIO,2020,0.02130000000
2054,Northeast,48,Northeast,COAL,2020,1.48180000000
2054,Northeast,49,Northeast,GAS_GT,2020,16.11860000000
2054,Northeast,52,Northeast,HYD,2020,0.13250000000
2054,Northeast,54,Northeast,OIL,2020,0.25150000000
2054,Northeast,55,Northeast,PV_GND,2020,0.52090000000
2054,Northeast,56,Northeast,WIND_ON,2020,2.83110000000
2054,BajaCalif,0,BajaCalif,GAS_GT,2020,2.52460000000
2054,BajaCalif,1,BajaCalif,GEOTH,2020,0.60620000000
2054,BajaCalif,2,BajaCalif,OIL,2020,0.00220000000
2054,BajaCalif,4,BajaCalif,PV_GND,2020,0.00790000000
2054,BajaCalif,7,BajaCalif,WIND_ON,2020,0.01120000000
2054,BajaCalifSouth,8,BajaCalifSouth,GAS_GT,2020,0.12680000000
2054,BajaCalifSouth,9,BajaCalifSouth,OIL,2020,0.53320000000
2054,BajaCalifSouth,11,BajaCalifSouth,PV_GND,2020,0.09320000000
2054,BajaCalifSouth,14,BajaCalifSouth,WIND_ON,2020,0.05610000000
2054,Peninsular,30,Eastern,GAS_GT,2020,0.99290000000
2054,Peninsular,66,Peninsular,GAS_GT,2020,0.99290000000
2054,Peninsular,67,Peninsular,OIL,2020,0.01800000000
2054,Peninsular,68,Peninsular,PV_GND,2020,0.78130000000
2054,Peninsular,69,Peninsular,PV_RFT,2020,0.00670000000
2054,Peninsular,71,Peninsular,WIND_ON,2020,0.28740000000
