technology,dst_region,region,agent,sector,type,year,capacity
e_tec,Central,Central,A1,residential,retrofit,2020,41.79780000000
e_tec2,Central,Central,A1,residential,retrofit,2020,20.89890000000
e_tec,Eastern,Eastern,A1,residential,retrofit,2020,162.67850000000
e_tec2,Eastern,Eastern,A1,residential,retrofit,2020,81.33920000000
e_tec,Western,Western,A1,residential,retrofit,2020,141.98300000000
e_tec2,Western,Western,A1,residential,retrofit,2020,70.99150000000
e_tec,Northwest,Northwest,A1,residential,retrofit,2020,69.18680000000
e_tec2,Northwest,Northwest,A1,residential,retrofit,2020,34.59340000000
e_tec,North,North,A1,residential,retrofit,2020,53.55760000000
e_tec2,North,North,A1,residential,retrofit,2020,26.77880000000
e_tec,Northeast,Northeast,A1,residential,retrofit,2020,150.00100000000
e_tec2,Northeast,Northeast,A1,residential,retrofit,2020,75.00050000000
e_tec,BajaCalif,BajaCalif,A1,residential,retrofit,2020,26.56590000000
e_tec2,BajaCalif,BajaCalif,A1,residential,retrofit,2020,13.28300000000
e_tec,BajaCalifSouth,BajaCalifSouth,A1,residential,retrofit,2020,6.82120000000
e_tec2,BajaCalifSouth,BajaCalifSouth,A1,residential,retrofit,2020,3.41060000000
e_tec,Peninsular,Peninsular,A1,residential,retrofit,2020,21.62580000000
e_tec2,Peninsular,Peninsular,A1,residential,retrofit,2020,10.81290000000
BIO,Central,Central,A1,power,retrofit,2020,0.03150000000
BIO_CCS,Central,Central,A1,power,retrofit,2020,0.00010000000
COAL,Central,Central,A1,power,retrofit,2020,0.00010000000
COAL_CCS,Central,Central,A1,power,retrofit,2020,0.00010000000
GAS_CC,Central,Central,A1,power,retrofit,2020,0.00010000000
GAS_CC_CCS,Central,Central,A1,power,retrofit,2020,0.00010000000
GAS_GT,Central,Central,A1,power,retrofit,2020,131.72590000000
GEOTH,Central,Central,A1,power,retrofit,2020,0.00010000000
HYD,Central,Central,A1,power,retrofit,2020,2.55440000000
NUCL,Central,Central,A1,power,retrofit,2020,0.00010000000
OIL,Central,Central,A1,power,retrofit,2020,4.35200000000
PV_GND,Central,Central,A1,power,retrofit,2020,0.66230000000
PV_RFT,Central,Central,A1,power,retrofit,2020,0.00010000000
WIND_OFF,Central,Central,A1,power,retrofit,2020,0.00010000000
WIND_ON,Central,Central,A1,power,retrofit,2020,0.00010000000
BIO,Eastern,Eastern,A1,power,retrofit,2020,5.20340000000
BIO_CCS,Eastern,Eastern,A1,power,retrofit,2020,0.00010000000
COAL,Eastern,Eastern,A1,power,retrofit,2020,0.00010000000
COAL_CCS,Eastern,Eastern,A1,power,retrofit,2020,0.00010000000
GAS_CC,Eastern,Eastern,A1,power,retrofit,2020,0.00010000000
GAS_CC_CCS,Eastern,Eastern,A1,power,retrofit,2020,0.00010000000
GAS_GT,Eastern,Eastern,A1,power,retrofit,2020,178.46220000000
GEOTH,Eastern,Eastern,A1,power,retrofit,2020,0.00010000000
HYD,Eastern,Eastern,A1,power,retrofit,2020,211.00740000000
NUCL,Eastern,Eastern,A1,power,retrofit,2020,51.08830000000
OIL,Eastern,Eastern,A1,power,retrofit,2020,9.20850000000
PV_GND,Eastern,Eastern,A1,power,retrofit,2020,0.00010000000
PV_RFT,Eastern,Eastern,A1,power,retrofit,2020,0.00010000000
WIND_OFF,Eastern,Eastern,A1,power,retrofit,2020,0.00010000000
WIND_ON,Eastern,Eastern,A1,power,retrofit,2020,87.29160000000
BIO,Western,Western,A1,power,retrofit,2020,1.26140000000
BIO_CCS,Western,Western,A1,power,retrofit,2020,0.00010000000
COAL,Western,Western,A1,power,retrofit,2020,105.64560000000
COAL_CCS,Western,Western,A1,power,retrofit,2020,0.00010000000
GAS_CC,Western,Western,A1,power,retrofit,2020,0.00010000000
GAS_CC_CCS,Western,Western,A1,power,retrofit,2020,0.00010000000
GAS_GT,Western,Western,A1,power,retrofit,2020,213.34100000000
GEOTH,Western,Western,A1,power,retrofit,2020,9.93380000000
HYD,Western,Western,A1,power,retrofit,2020,154.93640000000
NUCL,Western,Western,A1,power,retrofit,2020,0.00010000000
OIL,Western,Western,A1,power,retrofit,2020,26.04870000000
PV_GND,Western,Western,A1,power,retrofit,2020,24.28270000000
PV_RFT,Western,Western,A1,power,retrofit,2020,0.00010000000
WIND_OFF,Western,Western,A1,power,retrofit,2020,0.00010000000
WIND_ON,Western,Western,A1,power,retrofit,2020,32.48210000000
BIO,Northwest,Northwest,A1,power,retrofit,2020,0.00010000000
BIO_CCS,Northwest,Northwest,A1,power,retrofit,2020,0.00010000000
COAL,Northwest,Northwest,A1,power,retrofit,2020,0.00010000000
COAL_CCS,Northwest,Northwest,A1,power,retrofit,2020,0.00010000000
GAS_CC,Northwest,Northwest,A1,power,retrofit,2020,0.00010000000
