timeslice,commodity,asset,year,dst_region,technology,installed,month,day,hour,supply
0,electricity,0,2030,BajaCalif,GAS_GT,2020,all-year,all-week,night,11.95350000000
0,electricity,0,2035,BajaCalif,GAS_GT,2020,all-year,all-week,night,8.96500000000
0,electricity,1,2030,BajaCalif,GEOTH,2020,all-year,all-week,night,2.87010000000
0,electricity,1,2035,BajaCalif,GEOTH,2020,all-year,all-week,night,2.15260000000
0,electricity,2,2030,BajaCalif,OIL,2020,all-year,all-week,night,0.00940000000
0,electricity,2,2035,BajaCalif,OIL,2020,all-year,all-week,night,0.00710000000
0,electricity,3,2030,Central,PV_GND,2020,all-year,all-week,night,152.35170000000
0,electricity,3,2030,BajaCalif,PV_GND,2020,all-year,all-week,night,0.00540000000
0,electricity,3,2035,Central,PV_GND,2020,all-year,all-week,night,152.34970000000
0,electricity,3,2035,BajaCalif,PV_GND,2020,all-year,all-week,night,0.00400000000
0,electricity,4,2030,Central,PV_GND,2025,all-year,all-week,night,176.04750000000
0,electricity,4,2035,Central,PV_GND,2025,all-year,all-week,night,176.04510000000
0,electricity,5,2035,BajaCalif,PV_GND,2030,all-year,all-week,night,267.02140000000
0,electricity,6,2030,BajaCalif,WIND_ON,2020,all-year,all-week,night,0.01180000000
0,electricity,6,2035,BajaCalif,WIND_ON,2020,all-year,all-week,night,0.00890000000
0,electricity,7,2030,BajaCalifSouth,GAS_GT,2020,all-year,all-week,night,0.60060000000
0,electricity,7,2035,BajaCalifSouth,GAS_GT,2020,all-year,all-week,night,0.45040000000
0,electricity,8,2030,BajaCalifSouth,OIL,2020,all-year,all-week,night,2.24410000000
0,electricity,8,2035,BajaCalifSouth,OIL,2020,all-year,all-week,night,1.68310000000
0,electricity,9,2030,BajaCalifSouth,PV_GND,2020,all-year,all-week,night,278.41620000000
0,electricity,9,2035,BajaCalifSouth,PV_GND,2020,all-year,all-week,night,278.39650000000
0,electricity,10,2035,Central,PV_GND,2030,all-year,all-week,night,187.26380000000
0,electricity,11,2030,BajaCalifSouth,WIND_ON,2020,all-year,all-week,night,0.05910000000
0,electricity,11,2035,BajaCalifSouth,WIND_ON,2020,all-year,all-week,night,0.04430000000
0,electricity,12,2030,Central,BIO,2020,all-year,all-week,night,0.00300000000
0,electricity,12,2035,Central,BIO,2020,all-year,all-week,night,0.00220000000
0,electricity,13,2030,Central,GAS_GT,2020,all-year,all-week,night,22.20090000000
0,electricity,13,2030,Eastern,GAS_GT,2020,all-year,all-week,night,6.01550000000
0,electricity,13,2030,Western,GAS_GT,2020,all-year,all-week,night,7.19120000000
0,electricity,13,2035,Central,GAS_GT,2020,all-year,all-week,night,16.65040000000
0,electricity,13,2035,Eastern,GAS_GT,2020,all-year,all-week,night,4.51160000000
0,electricity,13,2035,Western,GAS_GT,2020,all-year,all-week,night,5.39330000000
0,electricity,15,2030,Central,HYD,2020,all-year,all-week,night,0.43050000000
0,electricity,15,2035,Central,HYD,2020,all-year,all-week,night,0.32290000000
0,electricity,16,2030,Central,OIL,2020,all-year,all-week,night,0.65200000000
0,electricity,16,2035,Central,OIL,2020,all-year,all-week,night,0.48900000000
0,electricity,17,2030,Central,PV_GND,2020,all-year,all-week,night,0.01610000000
0,electricity,17,2035,Central,PV_GND,2020,all-year,all-week,night,0.01210000000
0,electricity,18,2030,Eastern,BIO,2020,all-year,all-week,night,0.48720000000
0,electricity,18,2035,Eastern,BIO,2020,all-year,all-week,night,0.36540000000
0,electricity,19,2030,Eastern,GAS_CC,2025,all-year,all-week,night,1.85650000000
0,electricity,19,2035,Eastern,GAS_CC,2025,all-year,all-week,night,1.85640000000
0,electricity,20,2030,Eastern,GAS_GT,2020,all-year,all-week,night,24.06220000000
0,electricity,20,2030,Peninsular,GAS_GT,2020,all-year,all-week,night,4.70110000000
0,electricity,20,2035,Eastern,GAS_GT,2020,all-year,all-week,night,18.04640000000
0,electricity,20,2035,Peninsular,GAS_GT,2020,all-year,all-week,night,3.52580000000
0,electricity,21,2030,Central,GAS_GT,2025,all-year,all-week,night,1196.88650000000
0,electricity,21,2035,Central,GAS_GT,2025,all-year,all-week,night,1196.87020000000
0,electricity,22,2030,Eastern,HYD,2020,all-year,all-week,night,35.56280000000
0,electricity,22,2035,Eastern,HYD,2020,all-year,all-week,night,26.67180000000
0,electricity,23,2030,Eastern,NUCL,2020,all-year,all-week,night,8.61030000000
0,electricity,23,2035,Eastern,NUCL,2020,all-year,all-week,night,6.45770000000
0,electricity,24,2030,Eastern,OIL,2020,all-year,all-week,night,1.37950000000
0,electricity,24,2035,Eastern,OIL,2020,all-year,all-week,night,1.03460000000
0,electricity,25,2030,Eastern,WIND_ON,2020,all-year,all-week,night,238.99920000000
0,electricity,25,2035,Eastern,WIND_ON,2020,all-year,all-week,night,238.17860000000
0,electricity,26,2030,North,BIO,2020,all-year,all-week,night,0.02660000000
0,electricity,26,2035,North,BIO,2020,all-year,all-week,night,0.01990000000
0,electricity,27,2030,North,GAS_GT,2020,all-year,all-week,night,23.24790000000
0,electricity,27,2035,North,GAS_GT,2020,all-year,all-week,night,17.43570000000
0,electricity,28,2030,North,HYD,2020,all-year,all-week,night,0.14880000000
0,electricity,28,2035,North,HYD,2020,all-year,all-week,night,0.11160000000
0,electricity,29,2030,North,OIL,2020,all-year,all-week,night,0.54330000000
0,electricity,29,2035,North,OIL,2020,all-year,all-week,night,0.40750000000
0,electricity,30,2030,North,PV_GND,2020,all-year,all-week,night,0.87140000000
0,electricity,30,2035,North,PV_GND,2020,all-year,all-week,night,0.65350000000
0,electricity,31,2030,Northeast,BIO,2020,all-year,all-week,night,0.05610000000
0,electricity,31,2035,Northeast,BIO,2020,all-year,all-week,night,0.04210000000
0,electricity,32,2030,Northeast,COAL,2020,all-year,all-week,night,5.45680000000
0,electricity,32,2035,Northeast,COAL,2020,all-year,all-week,night,4.09250000000
0,electricity,33,2030,Northeast,GAS_GT,2020,all-year,all-week,night,76.31840000000
0,electricity,33,2035,Northeast,GAS_GT,2020,all-year,all-week,night,57.23810000000
0,electricity,34,2030,Northeast,HYD,2020,all-year,all-week,night,1233.29390000000
0,electricity,34,2035,Northeast,HYD,2020,all-year,all-week,night,1233.12030000000
0,electricity,35,2035,Northeast,HYD,2030,all-year,all-week,night,12.58930000000
0,electricity,36,2030,Northeast,OIL,2020,all-year,all-week,night,1.05830000000
0,electricity,36,2035,Northeast,OIL,2020,all-year,all-week,night,0.79370000000
0,electricity,37,2030,Northeast,PV_GND,2020,all-year,all-week,night,0.35620000000
0,electricity,37,2035,Northeast,PV_GND,2020,all-year,all-week,night,0.26720000000
0,electricity,38,2030,Northeast,WIND_ON,2020,all-year,all-week,night,2.97880000000
0,electricity,38,2035,Northeast,WIND_ON,2020,all-year,all-week,night,2.23410000000
0,electricity,39,2035,Northwest,GAS_CC,2030,all-year,all-week,night,1245.01550000000
0,electricity,40,2030,Northwest,GAS_GT,2020,all-year,all-week,night,24.82750000000
0,electricity,40,2030,North,GAS_GT,2020,all-year,all-week,night,6.97440000000
0,electricity,40,2035,Northwest,GAS_GT,2020,all-year,all-week,night,18.62040000000
0,electricity,40,2035,North,GAS_GT,2020,all-year,all-week,night,5.23070000000
0,electricity,41,2030,Peninsular,GAS_GT,2025,all-year,all-week,night,1233.33090000000
0,electricity,41,2035,Peninsular,GAS_GT,2025,all-year,all-week,night,1307.24810000000
0,electricity,42,2030,Northwest,HYD,2020,all-year,all-week,night,5.10240000000
0,electricity,42,2035,Northwest,HYD,2020,all-year,all-week,night,3.82680000000
0,electricity,43,2030,Northwest,OIL,2020,all-year,all-week,night,0.26460000000
0,electricity,43,2035,Northwest,OIL,2020,all-year,all-week,night,0.19840000000
0,electricity,44,2030,Northwest,PV_GND,2020,all-year,all-week,night,0.35010000000
0,electricity,44,2035,Northwest,PV_GND,2020,all-year,all-week,night,0.26260000000
0,electricity,45,2030,Northwest,WIND_ON,2020,all-year,all-week,night,0.00240000000
0,electricity,45,2035,Northwest,WIND_ON,2020,all-year,all-week,night,0.00180000000
0,electricity,46,2030,Peninsular,GAS_GT,2020,all-year,all-week,night,4.70110000000
0,electricity,46,2035,Peninsular,GAS_GT,2020,all-year,all-week,night,3.52580000000
0,electricity,47,2030,Peninsular,OIL,2020,all-year,all-week,night,0.07560000000
0,electricity,47,2035,Peninsular,OIL,2020,all-year,all-week,night,0.05670000000
0,electricity,48,2030,Peninsular,PV_GND,2020,all-year,all-week,night,0.53430000000
0,electricity,48,2035,Peninsular,PV_GND,2020,all-year,all-week,night,0.40070000000
0,electricity,49,2030,Peninsular,PV_RFT,2020,all-year,all-week,night,0.00460000000
0,electricity,49,2035,Peninsular,PV_RFT,2020,all-year,all-week,night,0.00350000000
0,electricity,50,2030,Peninsular,WIND_ON,2020,all-year,all-week,night,0.30240000000
0,electricity,50,2035,Peninsular,WIND_ON,2020,all-year,all-week,night,0.22680000000
0,electricity,51,2030,Western,BIO,2020,all-year,all-week,night,0.11810000000
0,electricity,51,2035,Western,BIO,2020,all-year,all-week,night,0.08860000000
0,electricity,52,2030,Western,COAL,2020,all-year,all-week,night,13.84860000000
0,electricity,52,2035,Western,COAL,2020,all-year,all-week,night,10.38630000000
0,electricity,54,2030,Western,GAS_GT,2020,all-year,all-week,night,28.76490000000
