year,asset,dst_region,region,technology,installed,capacity
2050,0,BajaCalif,BajaCalif,GAS_GT,2020,25.24610000000
2050,1,BajaCalif,BajaCalif,GEOTH,2020,6.06170000000
2050,2,BajaCalif,BajaCalif,OIL,2020,0.02250000000
2050,4,BajaCalif,BajaCalif,PV_GND,2020,0.07860000000
2050,7,BajaCalif,BajaCalif,WIND_ON,2020,0.11230000000
2050,8,BajaCalifSouth,BajaCalifSouth,GAS_GT,2020,1.26850000000
2050,9,BajaCalifSouth,BajaCalifSouth,OIL,2020,5.33210000000
2050,11,BajaCalifSouth,BajaCalifSouth,PV_GND,2020,0.93170000000
2050,14,BajaCalifSouth,BajaCalifSouth,WIND_ON,2020,0.56130000000
2050,15,Central,Central,BIO,2020,0.01120000000
2050,19,Central,Central,GAS_GT,2020,46.88880000000
2050,19,Eastern,Central,GAS_GT,2020,12.70500000000
2050,19,Western,Central,GAS_GT,2020,15.18800000000
2050,21,Central,Central,HYD,2020,0.90930000000
2050,22,Central,Central,OIL,2020,1.54910000000
2050,23,Central,Central,PV_GND,2020,0.23570000000
2050,24,Eastern,Eastern,BIO,2020,1.85220000000
2050,30,Eastern,Eastern,GAS_GT,2020,50.81990000000
2050,30,Peninsular,Eastern,GAS_GT,2020,9.92890000000
2050,32,Eastern,Eastern,HYD,2020,75.10960000000
2050,33,Eastern,Eastern,NUCL,2020,18.18520000000
2050,34,Eastern,Eastern,OIL,2020,3.27780000000
2050,36,Eastern,Eastern,WIND_ON,2020,31.07210000000
2050,38,North,North,BIO,2020,0.10100000000
2050,41,North,North,GAS_GT,2020,49.10020000000
2050,43,North,North,HYD,2020,0.31430000000
2050,45,North,North,OIL,2020,1.29090000000
2050,46,North,North,PV_GND,2020,12.74090000000
2050,47,Northeast,Northeast,BIO,2020,0.21330000000
2050,48,Northeast,Northeast,COAL,2020,14.81760000000
2050,49,Northeast,Northeast,GAS_GT,2020,161.18640000000
2050,52,Northeast,Northeast,HYD,2020,1.32460000000
2050,54,Northeast,Northeast,OIL,2020,2.51450000000
2050,55,Northeast,Northeast,PV_GND,2020,5.20860000000
2050,56,Northeast,Northeast,WIND_ON,2020,28.31060000000
2050,59,Northwest,Northwest,GAS_GT,2020,52.43640000000
2050,59,North,Northwest,GAS_GT,2020,14.73000000000
2050,61,Northwest,Northwest,HYD,2020,10.77640000000
2050,63,Northwest,Northwest,OIL,2020,0.62860000000
2050,64,Northwest,Northwest,PV_GND,2020,5.11880000000
2050,65,Northwest,Northwest,WIND_ON,2020,0.02250000000
2050,66,Peninsular,Peninsular,GAS_GT,2020,9.92890000000
2050,67,Peninsular,Peninsular,OIL,2020,0.17960000000
2050,68,Peninsular,Peninsular,PV_GND,2020,7.81290000000
2050,69,Peninsular,Peninsular,PV_RFT,2020,0.06740000000
2050,71,Peninsular,Peninsular,WIND_ON,2020,2.87370000000
2050,73,Western,Western,BIO,2020,0.44900000000
2050,76,Western,Western,COAL,2020,37.60530000000
2050,80,Western,Western,GAS_GT,2020,60.75220000000
2050,80,Northwest,Western,GAS_GT,2020,13.10910000000
2050,82,Western,Western,GEOTH,2020,3.53600000000
2050,83,Western,Western,HYD,2020,55.15070000000
2050,85,Western,Western,OIL,2020,9.27220000000
2050,86,Western,Western,PV_GND,2020,8.64360000000
2050,87,Western,Western,WIND_ON,2020,11.56220000000
2054,0,BajaCalif,BajaCalif,GAS_GT,2020,2.52460000000
2054,1,BajaCalif,BajaCalif,GEOTH,2020,0.60620000000
2054,2,BajaCalif,BajaCalif,OIL,2020,0.00220000000
2054,4,BajaCalif,BajaCalif,PV_GND,2020,0.00790000000
2054,7,BajaCalif,BajaCalif,WIND_ON,2020,0.01120000000
2054,8,BajaCalifSouth,BajaCalifSouth,GAS_GT,2020,0.12680000000
2054,9,BajaCalifSouth,BajaCalifSouth,OIL,2020,0.53320000000
2054,11,BajaCalifSouth,BajaCalifSouth,PV_GND,2020,0.09320000000
2054,14,BajaCalifSouth,BajaCalifSouth,WIND_ON,2020,0.05610000000
2054,15,Central,Central,BIO,2020,0.00110000000
2054,19,Central,Central,GAS_GT,2020,4.68890000000
2054,19,Eastern,Central,GAS_GT,2020,1.27050000000
2054,19,Western,Central,GAS_GT,2020,1.51880000000
2054,21,Central,Central,HYD,2020,0.09090000000
2054,22,Central,Central,OIL,2020,0.15490000000
2054,23,Central,Central,PV_GND,2020,0.02360000000
2054,24,Eastern,Eastern,BIO,2020,0.18520000000
2054,30,Eastern,Eastern,GAS_GT,2020,5.08200000000
2054,30,Peninsular,Eastern,GAS_GT,2020,0.99290000000
2054,32,Eastern,Eastern,HYD,2020,7.51100000000
2054,33,Eastern,Eastern,NUCL,2020,1.81850000000
2054,34,Eastern,Eastern,OIL,2020,0.32780000000
2054,36,Eastern,Eastern,WIND_ON,2020,3.10720000000
2054,38,North,North,BIO,2020,0.01010000000
2054,41,North,North,GAS_GT,2020,4.91000000000
2054,43,North,North,HYD,2020,0.03140000000
2054,45,North,North,OIL,2020,0.12910000000
2054,46,North,North,PV_GND,2020,1.27410000000
2054,47,Northeast,Northeast,BIO,2020,0.02130000000
2054,48,Northeast,Northeast,COAL,2020,1.48180000000
2054,49,Northeast,Northeast,GAS_GT,2020,16.11860000000
2054,52,Northeast,Northeast,HYD,2020,0.13250000000
2054,54,Northeast,Northeast,OIL,2020,0.25150000000
2054,55,Northeast,Northeast,PV_GND,2020,0.52090000000
2054,56,Northeast,Northeast,WIND_ON,2020,2.83110000000
2054,59,Northwest,Northwest,GAS_GT,2020,5.24360000000
2054,59,North,Northwest,GAS_GT,2020,1.47300000000
2054,61,Northwest,Northwest,HYD,2020,1.07760000000
2054,63,Northwest,Northwest,OIL,2020,0.06290000000
2054,64,Northwest,Northwest,PV_GND,2020,0.51190000000
2054,65,Northwest,Northwest,WIND_ON,2020,0.00220000000
2054,66,Peninsular,Peninsular,GAS_GT,2020,0.99290000000
2054,67,Peninsular,Peninsular,OIL,2020,0.01800000000
2054,68,Peninsular,Peninsular,PV_GND,2020,0.78130000000
2054,69,Peninsular,Peninsular,PV_RFT,2020,0.00670000000
2054,71,Peninsular,Peninsular,WIND_ON,2020,0.28740000000
2054,73,Western,Western,BIO,2020,0.04490000000
2054,76,Western,Western,COAL,2020,3.76050000000
2054,80,Western,Western,GAS_GT,2020,6.07520000000
2054,80,Northwest,Western,GAS_GT,2020,1.31090000000
2054,82,Western,Western,GEOTH,2020,0.35360000000
2054,83,Western,Western,HYD,2020,5.51510000000
2054,85,Western,Western,OIL,2020,0.92720000000
2054,86,Western,Western,PV_GND,2020,0.86440000000
2054,87,Western,Western,WIND_ON,2020,1.15620000000
