technology,dst_region,region,agent,sector,type,year,capacity
comLightingFluorescent,Central,Central,A1,residential,retrofit,2020,132.00000000000
comLightingOtherCCL,Central,Central,A1,residential,retrofit,2020,91.00000000000
resLightingCon,Central,Central,A1,residential,retrofit,2020,276.00000000000
resLightingEnergySaving,Central,Central,A1,residential,retrofit,2020,1473.00000000000
res_comAC,Central,Central,A1,residential,retrofit,2020,4654.00000000000
res_comAppliancesCon,Central,Central,A1,residential,retrofit,2020,4236.00000000000
res_comBoilerElectric,Central,Central,A1,residential,retrofit,2020,1337.00000000000
res_comCookingElec,Central,Central,A1,residential,retrofit,2020,3511.00000000000
res_comHWaterElec,Central,Central,A1,residential,retrofit,2020,725.00000000000
res_comLightingLED,Central,Central,A1,residential,retrofit,2020,3556.00000000000
comLightingFluorescent,Eastern,Eastern,A1,residential,retrofit,2020,279.00000000000
comLightingOtherCCL,Eastern,Eastern,A1,residential,retrofit,2020,9.00000000000
resLightingCon,Eastern,Eastern,A1,residential,retrofit,2020,343.00000000000
resLightingEnergySaving,Eastern,Eastern,A1,residential,retrofit,2020,1490.00000000000
res_comAC,Eastern,Eastern,A1,residential,retrofit,2020,4707.00000000000
res_comAppliancesCon,Eastern,Eastern,A1,residential,retrofit,2020,4284.00000000000
res_comBoilerElectric,Eastern,Eastern,A1,residential,retrofit,2020,1352.00000000000
res_comCookingElec,Eastern,Eastern,A1,residential,retrofit,2020,3550.00000000000
res_comHWaterElec,Eastern,Eastern,A1,residential,retrofit,2020,734.00000000000
res_comLightingLED,Eastern,Eastern,A1,residential,retrofit,2020,3596.00000000000
comLightingFluorescent,Western,Western,A1,residential,retrofit,2020,132.00000000000
comLightingOtherCCL,Western,Western,A1,residential,retrofit,2020,91.00000000000
resLightingCon,Western,Western,A1,residential,retrofit,2020,261.00000000000
resLightingEnergySaving,Western,Western,A1,residential,retrofit,2020,1389.00000000000
res_comAC,Western,Western,A1,residential,retrofit,2020,4388.00000000000
res_comAppliancesCon,Western,Western,A1,residential,retrofit,2020,3994.00000000000
res_comBoilerElectric,Western,Western,A1,residential,retrofit,2020,1261.00000000000
res_comCookingElec,Western,Western,A1,residential,retrofit,2020,3310.00000000000
res_comHWaterElec,Western,Western,A1,residential,retrofit,2020,684.00000000000
res_comLightingLED,Western,Western,A1,residential,retrofit,2020,3352.00000000000
comLightingFluorescent,Northwest,Northwest,A1,residential,retrofit,2020,139.00000000000
comLightingOtherCCL,Northwest,Northwest,A1,residential,retrofit,2020,53.00000000000
resLightingCon,Northwest,Northwest,A1,residential,retrofit,2020,256.00000000000
resLightingEnergySaving,Northwest,Northwest,A1,residential,retrofit,2020,671.00000000000
res_comAC,Northwest,Northwest,A1,residential,retrofit,2020,889.00000000000
res_comAppliancesCon,Northwest,Northwest,A1,residential,retrofit,2020,873.00000000000
res_comBoilerElectric,Northwest,Northwest,A1,residential,retrofit,2020,281.00000000000
res_comCookingElec,Northwest,Northwest,A1,residential,retrofit,2020,679.00000000000
res_comHWaterElec,Northwest,Northwest,A1,residential,retrofit,2020,270.00000000000
res_comLightingLED,Northwest,Northwest,A1,residential,retrofit,2020,809.00000000000
comLightingFluorescent,North,North,A1,residential,retrofit,2020,129.00000000000
comLightingOtherCCL,North,North,A1,residential,retrofit,2020,49.00000000000
resLightingCon,North,North,A1,residential,retrofit,2020,239.00000000000
resLightingEnergySaving,North,North,A1,residential,retrofit,2020,626.00000000000
res_comAC,North,North,A1,residential,retrofit,2020,873.00000000000
res_comAppliancesCon,North,North,A1,residential,retrofit,2020,830.00000000000
res_comBoilerElectric,North,North,A1,residential,retrofit,2020,270.00000000000
res_comCookingElec,North,North,A1,residential,retrofit,2020,634.00000000000
res_comHWaterElec,North,North,A1,residential,retrofit,2020,263.00000000000
res_comLightingLED,North,North,A1,residential,retrofit,2020,756.00000000000
comLightingFluorescent,Northeast,Northeast,A1,residential,retrofit,2020,270.00000000000
comLightingOtherCCL,Northeast,Northeast,A1,residential,retrofit,2020,110.00000000000
resLightingCon,Northeast,Northeast,A1,residential,retrofit,2020,289.00000000000
resLightingEnergySaving,Northeast,Northeast,A1,residential,retrofit,2020,873.00000000000
