dst_region,year,asset,region,technology,installed,capacity
Central,2045,15,Central,BIO,2020,0.01500000000
Central,2045,19,Central,GAS_GT,2020,62.51830000000
Central,2045,21,Central,HYD,2020,1.21230000000
Central,2045,22,Central,OIL,2020,2.06550000000
Central,2045,23,Central,PV_GND,2020,0.31430000000
Central,2049,15,Central,BIO,2020,0.01200000000
Central,2049,19,Central,GAS_GT,2020,50.01470000000
Central,2049,21,Central,HYD,2020,0.96990000000
Central,2049,22,Central,OIL,2020,1.65240000000
Central,2049,23,Central,PV_GND,2020,0.25150000000
Central,2050,15,Central,BIO,2020,0.01120000000
Central,2050,19,Central,GAS_GT,2020,46.88880000000
Central,2050,21,Central,HYD,2020,0.90930000000
Central,2050,22,Central,OIL,2020,1.54910000000
Central,2050,23,Central,PV_GND,2020,0.23570000000
Central,2054,15,Central,BIO,2020,0.00560000000
Central,2054,19,Central,GAS_GT,2020,23.44440000000
Central,2054,21,Central,HYD,2020,0.45460000000
Central,2054,22,Central,OIL,2020,0.77460000000
Central,2054,23,Central,PV_GND,2020,0.11790000000
Central,2055,15,Central,BIO,2020,0.00560000000
Central,2055,19,Central,GAS_GT,2020,23.44440000000
Central,2055,21,Central,HYD,2020,0.45460000000
Central,2055,22,Central,OIL,2020,0.77460000000
Central,2055,23,Central,PV_GND,2020,0.11790000000
Central,2059,15,Central,BIO,2020,0.00560000000
Central,2059,19,Central,GAS_GT,2020,23.44440000000
Central,2059,21,Central,HYD,2020,0.45460000000
Central,2059,22,Central,OIL,2020,0.77460000000
Central,2059,23,Central,PV_GND,2020,0.11790000000
Central,2060,15,Central,BIO,2020,0.00560000000
Central,2060,19,Central,GAS_GT,2020,23.44440000000
Central,2060,21,Central,HYD,2020,0.45460000000
Central,2060,22,Central,OIL,2020,0.77460000000
Central,2060,23,Central,PV_GND,2020,0.11790000000
Central,2064,15,Central,BIO,2020,0.00560000000
Central,2064,19,Central,GAS_GT,2020,23.44440000000
Central,2064,21,Central,HYD,2020,0.45460000000
Central,2064,22,Central,OIL,2020,0.77460000000
Central,2064,23,Central,PV_GND,2020,0.11790000000
Central,2065,15,Central,BIO,2020,0.00560000000
Central,2065,19,Central,GAS_GT,2020,23.44440000000
Central,2065,21,Central,HYD,2020,0.45460000000
Central,2065,22,Central,OIL,2020,0.77460000000
Central,2065,23,Central,PV_GND,2020,0.11790000000
Central,2069,15,Central,BIO,2020,0.00560000000
Central,2069,19,Central,GAS_GT,2020,23.44440000000
Central,2069,21,Central,HYD,2020,0.45460000000
Central,2069,22,Central,OIL,2020,0.77460000000
Central,2069,23,Central,PV_GND,2020,0.11790000000
Central,2070,15,Central,BIO,2020,0.00560000000
Central,2070,19,Central,GAS_GT,2020,23.44440000000
Central,2070,21,Central,HYD,2020,0.45460000000
Central,2070,22,Central,OIL,2020,0.77460000000
Central,2070,23,Central,PV_GND,2020,0.11790000000
Central,2074,15,Central,BIO,2020,0.00560000000
Central,2074,19,Central,GAS_GT,2020,23.44440000000
Central,2074,21,Central,HYD,2020,0.45460000000
Central,2074,22,Central,OIL,2020,0.77460000000
Central,2074,23,Central,PV_GND,2020,0.11790000000
Central,2075,15,Central,BIO,2020,0.00560000000
Central,2075,19,Central,GAS_GT,2020,23.44440000000
Central,2075,21,Central,HYD,2020,0.45460000000
Central,2075,22,Central,OIL,2020,0.77460000000
Central,2075,23,Central,PV_GND,2020,0.11790000000
Eastern,2045,19,Central,GAS_GT,2020,16.94000000000
Eastern,2045,24,Eastern,BIO,2020,2.46960000000
Eastern,2045,30,Eastern,GAS_GT,2020,67.75990000000
Eastern,2045,32,Eastern,HYD,2020,100.14610000000
Eastern,2045,33,Eastern,NUCL,2020,24.24700000000
Eastern,2045,34,Eastern,OIL,2020,4.37040000000
Eastern,2045,36,Eastern,WIND_ON,2020,41.42940000000
Eastern,2049,19,Central,GAS_GT,2020,13.55200000000
Eastern,2049,24,Eastern,BIO,2020,1.97570000000
Eastern,2049,30,Eastern,GAS_GT,2020,54.20790000000
Eastern,2049,32,Eastern,HYD,2020,80.11690000000
Eastern,2049,33,Eastern,NUCL,2020,19.39760000000
Eastern,2049,34,Eastern,OIL,2020,3.49640000000
Eastern,2049,36,Eastern,WIND_ON,2020,33.14350000000
Eastern,2050,19,Central,GAS_GT,2020,12.70500000000
Eastern,2050,24,Eastern,BIO,2020,1.85220000000
Eastern,2050,30,Eastern,GAS_GT,2020,50.81990000000
Eastern,2050,32,Eastern,HYD,2020,75.10960000000
Eastern,2050,33,Eastern,NUCL,2020,18.18520000000
Eastern,2050,34,Eastern,OIL,2020,3.27780000000
Eastern,2050,36,Eastern,WIND_ON,2020,31.07210000000
Eastern,2054,19,Central,GAS_GT,2020,6.35250000000
Eastern,2054,24,Eastern,BIO,2020,0.92610000000
Eastern,2054,30,Eastern,GAS_GT,2020,25.41000000000
Eastern,2054,32,Eastern,HYD,2020,37.55480000000
Eastern,2054,33,Eastern,NUCL,2020,9.09260000000
Eastern,2054,34,Eastern,OIL,2020,1.63890000000
Eastern,2054,36,Eastern,WIND_ON,2020,15.53600000000
Eastern,2055,19,Central,GAS_GT,2020,6.35250000000
Eastern,2055,24,Eastern,BIO,2020,0.92610000000
Eastern,2055,30,Eastern,GAS_GT,2020,25.41000000000
Eastern,2055,32,Eastern,HYD,2020,37.55480000000
Eastern,2055,33,Eastern,NUCL,2020,9.09260000000
Eastern,2055,34,Eastern,OIL,2020,1.63890000000
Eastern,2055,36,Eastern,WIND_ON,2020,15.53600000000
Eastern,2059,19,Central,GAS_GT,2020,6.35250000000
Eastern,2059,24,Eastern,BIO,2020,0.92610000000
Eastern,2059,30,Eastern,GAS_GT,2020,25.41000000000
Eastern,2059,32,Eastern,HYD,2020,37.55480000000
Eastern,2059,33,Eastern,NUCL,2020,9.09260000000
Eastern,2059,34,Eastern,OIL,2020,1.63890000000
Eastern,2059,36,Eastern,WIND_ON,2020,15.53600000000
Eastern,2060,19,Central,GAS_GT,2020,6.35250000000
Eastern,2060,24,Eastern,BIO,2020,0.92610000000
Eastern,2060,30,Eastern,GAS_GT,2020,25.41000000000
Eastern,2060,32,Eastern,HYD,2020,37.55480000000
Eastern,2060,33,Eastern,NUCL,2020,9.09260000000
Eastern,2060,34,Eastern,OIL,2020,1.63890000000
Eastern,2060,36,Eastern,WIND_ON,2020,15.53600000000
Eastern,2064,19,Central,GAS_GT,2020,6.35250000000
Eastern,2064,24,Eastern,BIO,2020,0.92610000000
Eastern,2064,30,Eastern,GAS_GT,2020,25.41000000000
Eastern,2064,32,Eastern,HYD,2020,37.55480000000
Eastern,2064,33,Eastern,NUCL,2020,9.09260000000
Eastern,2064,34,Eastern,OIL,2020,1.63890000000
Eastern,2064,36,Eastern,WIND_ON,2020,15.53600000000
Eastern,2065,19,Central,GAS_GT,2020,6.35250000000
Eastern,2065,24,Eastern,BIO,2020,0.92610000000
Eastern,2065,30,Eastern,GAS_GT,2020,25.41000000000
Eastern,2065,32,Eastern,HYD,2020,37.55480000000
Eastern,2065,33,Eastern,NUCL,2020,9.09260000000
Eastern,2065,34,Eastern,OIL,2020,1.63890000000
Eastern,2065,36,Eastern,WIND_ON,2020,15.53600000000
Eastern,2069,19,Central,GAS_GT,2020,6.35250000000
Eastern,2069,24,Eastern,BIO,2020,0.92610000000
Eastern,2069,30,Eastern,GAS_GT,2020,25.41000000000
Eastern,2069,32,Eastern,HYD,2020,37.55480000000
Eastern,2069,33,Eastern,NUCL,2020,9.09260000000
Eastern,2069,34,Eastern,OIL,2020,1.63890000000
Eastern,2069,36,Eastern,WIND_ON,2020,15.53600000000
Eastern,2070,19,Central,GAS_GT,2020,6.35250000000
Eastern,2070,24,Eastern,BIO,2020,0.92610000000
Eastern,2070,30,Eastern,GAS_GT,2020,25.41000000000
Eastern,2070,32,Eastern,HYD,2020,37.55480000000
Eastern,2070,33,Eastern,NUCL,2020,9.09260000000
Eastern,2070,34,Eastern,OIL,2020,1.63890000000
Eastern,2070,36,Eastern,WIND_ON,2020,15.53600000000
Eastern,2074,19,Central,GAS_GT,2020,6.35250000000
Eastern,2074,24,Eastern,BIO,2020,0.92610000000
Eastern,2074,30,Eastern,GAS_GT,2020,25.41000000000
Eastern,2074,32,Eastern,HYD,2020,37.55480000000
Eastern,2074,33,Eastern,NUCL,2020,9.09260000000
Eastern,2074,34,Eastern,OIL,2020,1.63890000000
Eastern,2074,36,Eastern,WIND_ON,2020,15.53600000000
Eastern,2075,19,Central,GAS_GT,2020,6.35250000000
Eastern,2075,24,Eastern,BIO,2020,0.92610000000
Eastern,2075,30,Eastern,GAS_GT,2020,25.41000000000
Eastern,2075,32,Eastern,HYD,2020,37.55480000000
Eastern,2075,33,Eastern,NUCL,2020,9.09260000000
Eastern,2075,34,Eastern,OIL,2020,1.63890000000
Eastern,2075,36,Eastern,WIND_ON,2020,15.53600000000
Western,2045,19,Central,GAS_GT,2020,20.25070000000
Western,2045,73,Western,BIO,2020,0.59870000000
Western,2045,76,Western,COAL,2020,50.14040000000
Western,2045,80,Western,GAS_GT,2020,81.00290000000
Western,2045,82,Western,GEOTH,2020,4.71470000000
Western,2045,83,Western,HYD,2020,73.53430000000
Western,2045,85,Western,OIL,2020,12.36300000000
Western,2045,86,Western,PV_GND,2020,11.52480000000
Western,2045,87,Western,WIND_ON,2020,15.41630000000
Western,2049,19,Central,GAS_GT,2020,16.20060000000
Western,2049,73,Western,BIO,2020,0.47900000000
Western,2049,76,Western,COAL,2020,40.11230000000
Western,2049,80,Western,GAS_GT,2020,64.80230000000
Western,2049,82,Western,GEOTH,2020,3.77180000000
Western,2049,83,Western,HYD,2020,58.82740000000
Western,2049,85,Western,OIL,2020,9.89040000000
Western,2049,86,Western,PV_GND,2020,9.21980000000
Western,2049,87,Western,WIND_ON,2020,12.33300000000
Western,2050,19,Central,GAS_GT,2020,15.18800000000
Western,2050,73,Western,BIO,2020,0.44900000000
Western,2050,76,Western,COAL,2020,37.60530000000
Western,2050,80,Western,GAS_GT,2020,60.75220000000
