asset,year,dst_region,region,technology,installed,capacity
0,2020,BajaCalif,BajaCalif,GAS_GT,2020,141.84890000000
0,2025,BajaCalif,BajaCalif,GAS_GT,2020,106.38670000000
0,2030,BajaCalif,BajaCalif,GAS_GT,2020,79.79000000000
0,2035,BajaCalif,BajaCalif,GAS_GT,2020,59.84250000000
0,2040,BajaCalif,BajaCalif,GAS_GT,2020,44.88190000000
0,2045,BajaCalif,BajaCalif,GAS_GT,2020,33.66140000000
0,2049,BajaCalif,BajaCalif,GAS_GT,2020,26.92910000000
0,2050,BajaCalif,BajaCalif,GAS_GT,2020,25.24610000000
1,2020,BajaCalif,BajaCalif,GEOTH,2020,34.05890000000
1,2025,BajaCalif,BajaCalif,GEOTH,2020,25.54420000000
1,2030,BajaCalif,BajaCalif,GEOTH,2020,19.15810000000
1,2035,BajaCalif,BajaCalif,GEOTH,2020,14.36860000000
1,2040,BajaCalif,BajaCalif,GEOTH,2020,10.77640000000
1,2045,BajaCalif,BajaCalif,GEOTH,2020,8.08230000000
1,2049,BajaCalif,BajaCalif,GEOTH,2020,6.46590000000
1,2050,BajaCalif,BajaCalif,GEOTH,2020,6.06170000000
2,2020,BajaCalif,BajaCalif,OIL,2020,0.12610000000
2,2025,BajaCalif,BajaCalif,OIL,2020,0.09460000000
2,2030,BajaCalif,BajaCalif,OIL,2020,0.07100000000
2,2035,BajaCalif,BajaCalif,OIL,2020,0.05320000000
2,2040,BajaCalif,BajaCalif,OIL,2020,0.03990000000
2,2045,BajaCalif,BajaCalif,OIL,2020,0.02990000000
2,2049,BajaCalif,BajaCalif,OIL,2020,0.02390000000
2,2050,BajaCalif,BajaCalif,OIL,2020,0.02250000000
3,2020,BajaCalif,BajaCalif,PV_GND,2020,0.44150000000
3,2025,BajaCalif,BajaCalif,PV_GND,2020,0.33110000000
3,2030,BajaCalif,BajaCalif,PV_GND,2020,0.24830000000
3,2035,BajaCalif,BajaCalif,PV_GND,2020,0.18630000000
3,2040,BajaCalif,BajaCalif,PV_GND,2020,0.13970000000
