year,dst_region,asset,region,technology,installed,capacity
2050,Central,4,BajaCalif,PV_GND,2035,1000.00000000000
2050,Central,5,BajaCalif,PV_GND,2040,1000.00000000000
2050,Central,6,BajaCalif,PV_GND,2045,1000.00000000000
2050,Central,19,BajaCalifSouth,PV_GND,2035,1000.00000000000
2050,Central,20,BajaCalifSouth,PV_GND,2040,1000.00000000000
2050,Central,21,BajaCalifSouth,PV_GND,2045,1000.00000000000
2050,Central,29,Central,BIO,2020,0.01120000000
2050,Central,31,Central,GAS_GT,2020,46.88880000000
2050,Central,33,Central,HYD,2020,0.90930000000
2050,Central,34,Central,OIL,2020,1.54910000000
2050,Central,35,Central,PV_GND,2020,0.23570000000
2050,Central,39,Eastern,GAS_GT,2025,1000.00000000000
2050,Central,103,Western,GAS_GT,2025,1000.00000000000
2050,Central,104,Western,GAS_GT,2030,1000.00000000000
2050,Central,105,Western,GAS_GT,2035,1000.00000000000
2050,Central,106,Western,GAS_GT,2040,1000.00000000000
2050,Central,107,Western,GAS_GT,2045,1000.00000000000
2050,Eastern,19,BajaCalifSouth,PV_GND,2035,708.93850000000
2050,Eastern,20,BajaCalifSouth,PV_GND,2040,771.28720000000
2050,Eastern,21,BajaCalifSouth,PV_GND,2045,829.71540000000
2050,Eastern,31,Central,GAS_GT,2020,12.70500000000
2050,Eastern,36,Eastern,BIO,2020,1.85220000000
2050,Eastern,38,Eastern,GAS_GT,2020,50.81990000000
2050,Eastern,40,Eastern,GAS_GT,2035,176.60160000000
2050,Eastern,41,Eastern,GAS_GT,2040,176.60160000000
2050,Eastern,42,Eastern,GAS_GT,2045,176.60160000000
2050,Eastern,44,Eastern,HYD,2020,75.10960000000
2050,Eastern,45,Eastern,NUCL,2020,18.18520000000
2050,Eastern,46,Eastern,OIL,2020,3.27780000000
2050,Eastern,47,Eastern,WIND_ON,2020,31.07210000000
2050,Eastern,48,Eastern,WIND_ON,2025,1000.00000000000
2050,Eastern,49,Eastern,WIND_ON,2030,1000.00000000000
2050,Eastern,103,Western,GAS_GT,2025,176.60160000000
2050,Western,31,Central,GAS_GT,2020,15.18800000000
2050,Western,95,Western,BIO,2020,0.44900000000
2050,Western,96,Western,COAL,2020,37.60530000000
2050,Western,98,Western,GAS_CC,2025,366.20230000000
2050,Western,99,Western,GAS_CC,2035,315.36380000000
2050,Western,100,Western,GAS_CC,2040,299.02280000000
2050,Western,101,Western,GAS_CC,2045,1286.76710000000
2050,Western,102,Western,GAS_GT,2020,60.75220000000
2050,Western,109,Western,GEOTH,2020,3.53600000000
2050,Western,110,Western,HYD,2020,55.15070000000
2050,Western,111,Western,OIL,2020,9.27220000000
2050,Western,112,Western,PV_GND,2020,8.64360000000
2050,Western,113,Western,WIND_ON,2020,11.56220000000
2050,Northwest,75,Northwest,GAS_CC,2030,402.88060000000
2050,Northwest,77,Northwest,GAS_GT,2020,52.43640000000
2050,Northwest,82,Northwest,HYD,2020,10.77640000000
2050,Northwest,86,Northwest,OIL,2020,0.62860000000
2050,Northwest,87,Northwest,PV_GND,2020,5.11880000000
2050,Northwest,88,Northwest,WIND_ON,2020,0.02250000000
2050,Northwest,102,Western,GAS_GT,2020,13.10910000000
2050,North,50,North,BIO,2020,0.10100000000
2050,North,51,North,GAS_CC_CCS,2030,819.44500000000
2050,North,53,North,GAS_GT,2020,49.10020000000
2050,North,55,North,HYD,2020,0.31430000000
2050,North,56,North,OIL,2020,1.29090000000
2050,North,57,North,PV_GND,2020,12.74090000000
2050,North,77,Northwest,GAS_GT,2020,14.73000000000
2050,Northeast,8,BajaCalif,PV_RFT,2025,613.91350000000
2050,Northeast,9,BajaCalif,PV_RFT,2030,895.05760000000
2050,Northeast,58,Northeast,BIO,2020,0.21330000000
2050,Northeast,59,Northeast,COAL,2020,14.81760000000
2050,Northeast,60,Northeast,GAS_GT,2020,161.18640000000
2050,Northeast,66,Northeast,HYD,2020,1.32460000000
2050,Northeast,67,Northeast,HYD,2025,31.22060000000
2050,Northeast,68,Northeast,HYD,2030,23.41550000000
2050,Northeast,69,Northeast,HYD,2035,17.56160000000
2050,Northeast,70,Northeast,HYD,2040,13.17120000000
2050,Northeast,71,Northeast,HYD,2045,9.87840000000
2050,Northeast,72,Northeast,OIL,2020,2.51450000000
2050,Northeast,73,Northeast,PV_GND,2020,5.20860000000
2050,Northeast,74,Northeast,WIND_ON,2020,28.31060000000
2050,Northeast,83,Northwest,HYD,2035,215.56890000000
2050,Northeast,84,Northwest,HYD,2040,264.08660000000
2050,Northeast,85,Northwest,HYD,2045,3050.43890000000
2050,BajaCalif,0,BajaCalif,GAS_GT,2020,25.24610000000
2050,BajaCalif,1,BajaCalif,GEOTH,2020,6.06170000000
2050,BajaCalif,2,BajaCalif,OIL,2020,0.02250000000
2050,BajaCalif,3,BajaCalif,PV_GND,2020,0.07860000000
2050,BajaCalif,8,BajaCalif,PV_RFT,2025,1000.00000000000
2050,BajaCalif,9,BajaCalif,PV_RFT,2030,1000.00000000000
2050,BajaCalif,10,BajaCalif,PV_RFT,2035,1000.00000000000
2050,BajaCalif,11,BajaCalif,PV_RFT,2040,1000.00000000000
2050,BajaCalif,12,BajaCalif,PV_RFT,2045,1000.00000000000
2050,BajaCalif,14,BajaCalif,WIND_ON,2020,0.11230000000
2050,BajaCalifSouth,15,BajaCalifSouth,GAS_GT,2020,1.26850000000
2050,BajaCalifSouth,16,BajaCalifSouth,OIL,2020,5.33210000000
2050,BajaCalifSouth,17,BajaCalifSouth,PV_GND,2020,0.93170000000
2050,BajaCalifSouth,18,BajaCalifSouth,PV_GND,2025,1000.00000000000
2050,BajaCalifSouth,23,BajaCalifSouth,PV_RFT,2030,8.42600000000
2050,BajaCalifSouth,24,BajaCalifSouth,PV_RFT,2035,6.31950000000
2050,BajaCalifSouth,25,BajaCalifSouth,PV_RFT,2040,4.73960000000
2050,BajaCalifSouth,26,BajaCalifSouth,PV_RFT,2045,3.55470000000
2050,BajaCalifSouth,28,BajaCalifSouth,WIND_ON,2020,0.56130000000
2050,Peninsular,38,Eastern,GAS_GT,2020,9.92890000000
2050,Peninsular,61,Northeast,GAS_GT,2030,1000.00000000000
2050,Peninsular,62,Northeast,GAS_GT,2035,617.61600000000
2050,Peninsular,63,Northeast,GAS_GT,2040,895.05710000000
2050,Peninsular,64,Northeast,GAS_GT,2045,1000.00000000000
2050,Peninsular,78,Northwest,GAS_GT,2035,1000.00000000000
2050,Peninsular,79,Northwest,GAS_GT,2040,1000.00000000000
2050,Peninsular,80,Northwest,GAS_GT,2045,1000.00000000000
2050,Peninsular,89,Peninsular,GAS_GT,2020,9.92890000000
2050,Peninsular,90,Peninsular,OIL,2020,0.17960000000
2050,Peninsular,91,Peninsular,PV_GND,2020,7.81290000000
2050,Peninsular,92,Peninsular,PV_RFT,2020,0.06740000000
2050,Peninsular,93,Peninsular,WIND_OFF,2025,809.46240000000
2050,Peninsular,94,Peninsular,WIND_ON,2020,2.87370000000
2050,Peninsular,103,Western,GAS_GT,2025,1000.00000000000
2050,Peninsular,104,Western,GAS_GT,2030,1000.00000000000
2050,Peninsular,107,Western,GAS_GT,2045,162.89980000000
2054,Central,4,BajaCalif,PV_GND,2035,1000.00000000000
2054,Central,5,BajaCalif,PV_GND,2040,1000.00000000000
2054,Central,6,BajaCalif,PV_GND,2045,1000.00000000000
2054,Central,19,BajaCalifSouth,PV_GND,2035,1000.00000000000
2054,Central,20,BajaCalifSouth,PV_GND,2040,1000.00000000000
2054,Central,21,BajaCalifSouth,PV_GND,2045,1000.00000000000
2054,Central,29,Central,BIO,2020,0.00110000000
2054,Central,31,Central,GAS_GT,2020,4.68890000000
2054,Central,33,Central,HYD,2020,0.09090000000
2054,Central,34,Central,OIL,2020,0.15490000000
2054,Central,35,Central,PV_GND,2020,0.02360000000
2054,Central,39,Eastern,GAS_GT,2025,1000.00000000000
2054,Central,103,Western,GAS_GT,2025,1000.00000000000
2054,Central,104,Western,GAS_GT,2030,1000.00000000000
2054,Central,105,Western,GAS_GT,2035,1000.00000000000
2054,Central,106,Western,GAS_GT,2040,1000.00000000000
2054,Central,107,Western,GAS_GT,2045,1000.00000000000
2054,Eastern,19,BajaCalifSouth,PV_GND,2035,708.93850000000
2054,Eastern,20,BajaCalifSouth,PV_GND,2040,771.28720000000
2054,Eastern,21,BajaCalifSouth,PV_GND,2045,829.71540000000
2054,Eastern,31,Central,GAS_GT,2020,1.27050000000
2054,Eastern,40,Eastern,GAS_GT,2035,176.60160000000
2054,Eastern,41,Eastern,GAS_GT,2040,176.60160000000
2054,Eastern,42,Eastern,GAS_GT,2045,176.60160000000
2054,Eastern,48,Eastern,WIND_ON,2025,1000.00000000000
2054,Eastern,49,Eastern,WIND_ON,2030,1000.00000000000
2054,Eastern,103,Western,GAS_GT,2025,176.60160000000
2054,Western,31,Central,GAS_GT,2020,1.51880000000
2054,Western,98,Western,GAS_CC,2025,366.20230000000
2054,Western,99,Western,GAS_CC,2035,315.36380000000
2054,Western,100,Western,GAS_CC,2040,299.02280000000
2054,Western,101,Western,GAS_CC,2045,1286.76710000000
2054,Northwest,75,Northwest,GAS_CC,2030,402.88060000000
