dst_region,asset,year,region,technology,installed,capacity
Central,5,2050,BajaCalif,ON_WIND,2035,7076.37910000000
Central,5,2054,BajaCalif,ON_WIND,2035,7076.37910000000
Central,5,2055,BajaCalif,ON_WIND,2035,7076.37910000000
Central,5,2059,BajaCalif,ON_WIND,2035,7076.37910000000
Central,5,2060,BajaCalif,ON_WIND,2035,7076.37910000000
Central,5,2064,BajaCalif,ON_WIND,2035,7076.37910000000
Central,6,2050,BajaCalif,ON_WIND,2040,7531.17390000000
Central,6,2054,BajaCalif,ON_WIND,2040,7531.17390000000
Central,6,2055,BajaCalif,ON_WIND,2040,7531.17390000000
Central,6,2059,BajaCalif,ON_WIND,2040,7531.17390000000
Central,6,2060,BajaCalif,ON_WIND,2040,7531.17390000000
Central,6,2064,BajaCalif,ON_WIND,2040,7531.17390000000
Central,6,2065,BajaCalif,ON_WIND,2040,7531.17390000000
Central,6,2069,BajaCalif,ON_WIND,2040,7531.17390000000
Central,9,2050,Central,CC_GAS,2020,35.74230000000
Central,9,2054,Central,CC_GAS,2020,7.14850000000
Central,14,2050,Central,HYD_LS,2020,0.43520000000
Central,14,2054,Central,HYD_LS,2020,0.08700000000
Eastern,15,2050,Eastern,HYD_LS,2020,17.37700000000
Eastern,15,2054,Eastern,HYD_LS,2020,7.94380000000
Eastern,15,2055,Eastern,HYD_LS,2020,5.58550000000
Eastern,15,2059,Eastern,HYD_LS,2020,3.10300000000
Eastern,15,2060,Eastern,HYD_LS,2020,2.48240000000
Eastern,16,2050,Eastern,HYD_LS,2030,7318.49900000000
Eastern,16,2054,Eastern,HYD_LS,2030,7318.49900000000
Eastern,16,2055,Eastern,HYD_LS,2030,7318.49900000000
Eastern,16,2059,Eastern,HYD_LS,2030,7318.49900000000
Eastern,16,2060,Eastern,HYD_LS,2030,7318.49900000000
Eastern,16,2064,Eastern,HYD_LS,2030,7318.49900000000
Eastern,16,2065,Eastern,HYD_LS,2030,7318.49900000000
Eastern,16,2069,Eastern,HYD_LS,2030,7318.49900000000
Eastern,16,2070,Eastern,HYD_LS,2030,7318.49900000000
Eastern,16,2074,Eastern,HYD_LS,2030,7318.49900000000
Eastern,16,2075,Eastern,HYD_LS,2030,7318.49900000000
Eastern,16,2079,Eastern,HYD_LS,2030,7318.49900000000
Eastern,16,2080,Eastern,HYD_LS,2030,7318.49900000000
Eastern,16,2084,Eastern,HYD_LS,2030,7318.49900000000
Eastern,16,2085,Eastern,HYD_LS,2030,7318.49900000000
Eastern,16,2089,Eastern,HYD_LS,2030,7318.49900000000
Eastern,16,2090,Eastern,HYD_LS,2030,7318.49900000000
Eastern,16,2094,Eastern,HYD_LS,2030,7318.49900000000
Eastern,18,2050,Eastern,NUCL,2020,103.05960000000
Eastern,18,2054,Eastern,NUCL,2020,47.11300000000
Eastern,18,2055,Eastern,NUCL,2020,33.12630000000
Eastern,18,2059,Eastern,NUCL,2020,18.40350000000
Eastern,18,2060,Eastern,NUCL,2020,14.72280000000
Western,4,2050,BajaCalif,ON_WIND,2030,7988.18120000000
Western,4,2054,BajaCalif,ON_WIND,2030,7988.18120000000
Western,4,2055,BajaCalif,ON_WIND,2030,7988.18120000000
Western,4,2059,BajaCalif,ON_WIND,2030,7988.18120000000
Western,10,2050,Central,CC_GAS,2035,6950.52220000000
Western,10,2054,Central,CC_GAS,2035,6950.52220000000
Western,10,2055,Central,CC_GAS,2035,6950.52220000000
Western,10,2059,Central,CC_GAS,2035,6950.52220000000
Western,10,2060,Central,CC_GAS,2035,6950.52220000000
Western,10,2064,Central,CC_GAS,2035,6950.52220000000
Western,10,2065,Central,CC_GAS,2035,6950.52220000000
Western,10,2069,Central,CC_GAS,2035,6950.52220000000
Western,10,2070,Central,CC_GAS,2035,6950.52220000000
Western,10,2074,Central,CC_GAS,2035,6950.52220000000
Western,11,2050,Central,CC_GAS,2040,354.85310000000
Western,11,2054,Central,CC_GAS,2040,354.85310000000
Western,11,2055,Central,CC_GAS,2040,354.85310000000
Western,11,2059,Central,CC_GAS,2040,354.85310000000
Western,11,2060,Central,CC_GAS,2040,354.85310000000
Western,11,2064,Central,CC_GAS,2040,354.85310000000
Western,11,2065,Central,CC_GAS,2040,354.85310000000
Western,11,2069,Central,CC_GAS,2040,354.85310000000
Western,11,2070,Central,CC_GAS,2040,354.85310000000
Western,11,2074,Central,CC_GAS,2040,354.85310000000
Western,11,2075,Central,CC_GAS,2040,354.85310000000
Western,11,2079,Central,CC_GAS,2040,354.85310000000
Western,25,2050,Northeast,GEOTH,2020,3876.47690000000
Western,25,2054,Northeast,GEOTH,2020,3876.47690000000
Western,25,2055,Northeast,GEOTH,2020,3876.47690000000
Western,25,2059,Northeast,GEOTH,2020,3876.47690000000
Western,26,2050,Northeast,HYD_LS,2035,6520.09220000000
Western,26,2054,Northeast,HYD_LS,2035,6520.09220000000
Western,26,2055,Northeast,HYD_LS,2035,6520.09220000000
