asset,dst_region,year,region,technology,installed,capacity
9,Central,2050,Central,CC_GAS,2020,35.74230000000
9,Central,2054,Central,CC_GAS,2020,7.14850000000
10,Central,2050,Central,HYD_LS,2020,0.43520000000
10,Central,2054,Central,HYD_LS,2020,0.08700000000
11,Eastern,2050,Eastern,HYD_LS,2020,17.37700000000
11,Eastern,2054,Eastern,HYD_LS,2020,6.56460000000
11,Eastern,2055,Eastern,HYD_LS,2020,3.86150000000
12,Eastern,2050,Eastern,NUCL,2020,103.05960000000
12,Eastern,2054,Eastern,NUCL,2020,38.93360000000
12,Eastern,2055,Eastern,NUCL,2020,22.90210000000
14,North,2050,North,CC_GAS,2020,61.17290000000
14,North,2054,North,CC_GAS,2020,12.23460000000
15,North,2050,North,HYD_LS,2020,1.24440000000
15,North,2054,North,HYD_LS,2020,0.24890000000
18,Northwest,2050,Northwest,CC_GAS,2020,5.48730000000
18,Northwest,2054,Northwest,CC_GAS,2020,2.07300000000
18,Northwest,2055,Northwest,CC_GAS,2020,1.21940000000
22,Western,2050,Western,CC_GAS,2020,55.15650000000
22,Western,2054,Western,CC_GAS,2020,20.83690000000
22,Western,2055,Western,CC_GAS,2020,12.25700000000
25,Western,2050,Western,HYD_LS,2020,101.57300000000
25,Western,2054,Western,HYD_LS,2020,38.37200000000
25,Western,2055,Western,HYD_LS,2020,22.57180000000
