dst_region,year,asset,region,technology,installed,capacity
Central,2025,4,BajaCalif,PV_GND,2020,1000.00000000000
Central,2025,15,Central,BIO,2020,0.04730000000
Central,2025,19,Central,GAS_GT,2020,197.58880000000
Central,2025,21,Central,HYD,2020,3.83160000000
Central,2025,22,Central,OIL,2020,6.52800000000
Central,2025,23,Central,PV_GND,2020,0.99340000000
Central,2025,37,Eastern,WIND_ON,2020,27.89360000000
Central,2030,4,BajaCalif,PV_GND,2020,1000.00000000000
Central,2030,12,BajaCalifSouth,PV_GND,2025,1000.00000000000
Central,2030,15,Central,BIO,2020,0.03550000000
Central,2030,19,Central,GAS_GT,2020,148.19160000000
Central,2030,21,Central,HYD,2020,2.87370000000
Central,2030,22,Central,OIL,2020,4.89600000000
Central,2030,23,Central,PV_GND,2020,0.74500000000
Central,2030,31,Eastern,GAS_GT,2025,1000.00000000000
Central,2030,37,Eastern,WIND_ON,2020,27.89360000000
Central,2030,38,Eastern,WIND_ON,2025,20.92020000000
Central,2035,4,BajaCalif,PV_GND,2020,1000.00000000000
Central,2035,12,BajaCalifSouth,PV_GND,2025,1000.00000000000
Central,2035,15,Central,BIO,2020,0.02660000000
Central,2035,19,Central,GAS_GT,2020,111.14370000000
Central,2035,21,Central,HYD,2020,2.15530000000
Central,2035,22,Central,OIL,2020,3.67200000000
Central,2035,23,Central,PV_GND,2020,0.55880000000
Central,2035,31,Eastern,GAS_GT,2025,1000.00000000000
Central,2035,37,Eastern,WIND_ON,2020,27.89360000000
Central,2035,38,Eastern,WIND_ON,2025,20.92020000000
Central,2040,4,BajaCalif,PV_GND,2020,1000.00000000000
Central,2040,12,BajaCalifSouth,PV_GND,2025,1000.00000000000
Central,2040,15,Central,BIO,2020,0.02000000000
Central,2040,19,Central,GAS_GT,2020,83.35780000000
Central,2040,21,Central,HYD,2020,1.61650000000
Central,2040,22,Central,OIL,2020,2.75400000000
Central,2040,23,Central,PV_GND,2020,0.41910000000
Central,2040,31,Eastern,GAS_GT,2025,1000.00000000000
Central,2040,37,Eastern,WIND_ON,2020,27.89360000000
Central,2040,38,Eastern,WIND_ON,2025,20.92020000000
Central,2045,4,BajaCalif,PV_GND,2020,1000.00000000000
Central,2045,12,BajaCalifSouth,PV_GND,2025,1000.00000000000
Central,2045,15,Central,BIO,2020,0.01500000000
Central,2045,19,Central,GAS_GT,2020,62.51830000000
Central,2045,21,Central,HYD,2020,1.21230000000
Central,2045,22,Central,OIL,2020,2.06550000000
Central,2045,23,Central,PV_GND,2020,0.31430000000
Central,2045,31,Eastern,GAS_GT,2025,1000.00000000000
Central,2045,37,Eastern,WIND_ON,2020,27.89360000000
Central,2045,38,Eastern,WIND_ON,2025,20.92020000000
Central,2049,4,BajaCalif,PV_GND,2020,1000.00000000000
Central,2049,12,BajaCalifSouth,PV_GND,2025,1000.00000000000
Central,2049,15,Central,BIO,2020,0.01200000000
Central,2049,19,Central,GAS_GT,2020,50.01470000000
Central,2049,21,Central,HYD,2020,0.96990000000
Central,2049,22,Central,OIL,2020,1.65240000000
Central,2049,23,Central,PV_GND,2020,0.25150000000
Central,2049,31,Eastern,GAS_GT,2025,1000.00000000000
Central,2049,37,Eastern,WIND_ON,2020,27.89360000000
Central,2049,38,Eastern,WIND_ON,2025,20.92020000000
Central,2050,12,BajaCalifSouth,PV_GND,2025,1000.00000000000
Central,2050,15,Central,BIO,2020,0.01120000000
Central,2050,19,Central,GAS_GT,2020,46.88880000000
Central,2050,21,Central,HYD,2020,0.90930000000
Central,2050,22,Central,OIL,2020,1.54910000000
Central,2050,23,Central,PV_GND,2020,0.23570000000
Central,2050,31,Eastern,GAS_GT,2025,1000.00000000000
Central,2050,38,Eastern,WIND_ON,2025,20.92020000000
Central,2054,12,BajaCalifSouth,PV_GND,2025,1000.00000000000
Central,2054,31,Eastern,GAS_GT,2025,1000.00000000000
Central,2054,38,Eastern,WIND_ON,2025,20.92020000000
Eastern,2025,19,Central,GAS_GT,2020,53.53870000000
Eastern,2025,20,Central,GEOTH,2020,0.00010000000
Eastern,2025,24,Eastern,BIO,2020,7.80520000000
Eastern,2025,30,Eastern,GAS_GT,2020,214.15470000000
Eastern,2025,32,Eastern,HYD,2020,316.51110000000
Eastern,2025,33,Eastern,NUCL,2020,76.63250000000
Eastern,2025,34,Eastern,OIL,2020,13.81280000000
Eastern,2025,37,Eastern,WIND_ON,2020,1130.93750000000
Eastern,2030,19,Central,GAS_GT,2020,40.15400000000
Eastern,2030,20,Central,GEOTH,2020,0.00010000000
Eastern,2030,24,Eastern,BIO,2020,5.85390000000
Eastern,2030,28,Eastern,GAS_CC,2025,993.38400000000
Eastern,2030,30,Eastern,GAS_GT,2020,160.61600000000
Eastern,2030,31,Eastern,GAS_GT,2025,176.60160000000
Eastern,2030,32,Eastern,HYD,2020,237.38330000000
Eastern,2030,33,Eastern,NUCL,2020,57.47440000000
Eastern,2030,34,Eastern,OIL,2020,10.35960000000
Eastern,2030,37,Eastern,WIND_ON,2020,1098.20310000000
Eastern,2030,80,Western,GAS_GT,2025,176.60160000000
Eastern,2035,19,Central,GAS_GT,2020,30.11550000000
Eastern,2035,20,Central,GEOTH,2020,0.00010000000
Eastern,2035,24,Eastern,BIO,2020,4.39040000000
Eastern,2035,28,Eastern,GAS_CC,2025,993.38400000000
Eastern,2035,30,Eastern,GAS_GT,2020,120.46200000000
Eastern,2035,31,Eastern,GAS_GT,2025,176.60160000000
Eastern,2035,32,Eastern,HYD,2020,178.03750000000
Eastern,2035,33,Eastern,NUCL,2020,43.10580000000
Eastern,2035,34,Eastern,OIL,2020,7.76970000000
Eastern,2035,37,Eastern,WIND_ON,2020,1073.65230000000
Eastern,2035,80,Western,GAS_GT,2025,176.60160000000
Eastern,2040,19,Central,GAS_GT,2020,22.58660000000
Eastern,2040,20,Central,GEOTH,2020,0.00010000000
Eastern,2040,24,Eastern,BIO,2020,3.29280000000
Eastern,2040,28,Eastern,GAS_CC,2025,993.38400000000
Eastern,2040,30,Eastern,GAS_GT,2020,90.34650000000
Eastern,2040,31,Eastern,GAS_GT,2025,176.60160000000
Eastern,2040,32,Eastern,HYD,2020,133.52810000000
Eastern,2040,33,Eastern,NUCL,2020,32.32930000000
Eastern,2040,34,Eastern,OIL,2020,5.82730000000
Eastern,2040,37,Eastern,WIND_ON,2020,1055.23920000000
Eastern,2040,80,Western,GAS_GT,2025,176.60160000000
Eastern,2045,19,Central,GAS_GT,2020,16.94000000000
Eastern,2045,24,Eastern,BIO,2020,2.46960000000
Eastern,2045,28,Eastern,GAS_CC,2025,993.38400000000
Eastern,2045,30,Eastern,GAS_GT,2020,67.75990000000
Eastern,2045,31,Eastern,GAS_GT,2025,176.60160000000
Eastern,2045,32,Eastern,HYD,2020,100.14610000000
Eastern,2045,33,Eastern,NUCL,2020,24.24700000000
Eastern,2045,34,Eastern,OIL,2020,4.37040000000
Eastern,2045,37,Eastern,WIND_ON,2020,1041.42940000000
Eastern,2045,80,Western,GAS_GT,2025,176.60160000000
Eastern,2049,19,Central,GAS_GT,2020,13.55200000000
Eastern,2049,24,Eastern,BIO,2020,1.97570000000
