year,dst_region,asset,region,technology,installed,capacity
2035,Central,15,Central,BIO,2020,0.02660000000
2035,Central,19,Central,GAS_GT,2020,111.14370000000
2035,Central,21,Central,HYD,2020,2.15530000000
2035,Central,22,Central,OIL,2020,3.67200000000
2035,Central,23,Central,PV_GND,2020,0.55880000000
2035,Eastern,19,Central,GAS_GT,2020,30.11550000000
2035,Eastern,20,Central,GEOTH,2020,0.00010000000
2035,Eastern,24,Eastern,BIO,2020,4.39040000000
2035,Eastern,30,Eastern,GAS_GT,2020,120.46200000000
2035,Eastern,32,Eastern,HYD,2020,178.03750000000
2035,Eastern,33,Eastern,NUCL,2020,43.10580000000
2035,Eastern,34,Eastern,OIL,2020,7.76970000000
2035,Eastern,36,Eastern,WIND_ON,2020,73.65230000000
2035,Western,19,Central,GAS_GT,2020,36.00130000000
2035,Western,72,Western,BIO,2020,1.06430000000
2035,Western,75,Western,COAL,2020,89.13850000000
2035,Western,79,Western,GAS_GT,2020,144.00520000000
2035,Western,81,Western,GEOTH,2020,8.38170000000
2035,Western,82,Western,HYD,2020,130.72760000000
2035,Western,84,Western,OIL,2020,21.97860000000
2035,Western,85,Western,PV_GND,2020,20.48850000000
2035,Western,86,Western,WIND_ON,2020,27.40680000000
2035,Northwest,58,Northwest,GAS_GT,2020,124.29360000000
2035,Northwest,60,Northwest,HYD,2020,25.54420000000
2035,Northwest,62,Northwest,OIL,2020,1.49010000000
2035,Northwest,63,Northwest,PV_GND,2020,12.13350000000
2035,Northwest,64,Northwest,WIND_ON,2020,0.05320000000
2035,Northwest,79,Western,GAS_GT,2020,31.07340000000
2035,North,38,North,BIO,2020,0.23950000000
2035,North,41,North,GAS_GT,2020,116.38560000000
2035,North,43,North,HYD,2020,0.74500000000
2035,North,45,North,OIL,2020,3.06000000000
2035,North,46,North,PV_GND,2020,30.20060000000
2035,North,58,Northwest,GAS_GT,2020,34.91570000000
2035,Northeast,47,Northeast,BIO,2020,0.50560000000
2035,Northeast,48,Northeast,COAL,2020,35.12320000000
2035,Northeast,49,Northeast,GAS_GT,2020,382.07150000000
2035,Northeast,51,Northeast,HYD,2020,3.13980000000
2035,Northeast,53,Northeast,OIL,2020,5.96030000000
2035,Northeast,54,Northeast,PV_GND,2020,12.34630000000
2035,Northeast,55,Northeast,WIND_ON,2020,67.10660000000
2035,BajaCalif,0,BajaCalif,GAS_GT,2020,59.84250000000
2035,BajaCalif,1,BajaCalif,GEOTH,2020,14.36860000000
2035,BajaCalif,2,BajaCalif,OIL,2020,0.05320000000
